0.017468 0.018612 0.013586 0.015272 0.015606 0.016486  0.035322  0.048678  0.044224
0.017064 0.018451 0.013148 0.016005 0.016459 0.015757  0.035546  0.049885  0.044245
0.016288 0.017714 0.014060 0.015803 0.015382 0.015589  0.034194  0.047086  0.046174
0.016931 0.018340 0.013800 0.015904 0.015437 0.015690  0.036110  0.050724  0.043775
0.017708 0.017000 0.013097 0.016339 0.014780 0.016581  0.037891  0.047818  0.044471
0.015882 0.018011 0.013023 0.014960 0.015715 0.015821  0.036852  0.045910  0.043843
0.016332 0.017061 0.013707 0.014743 0.014947 0.015358  0.035844  0.047481  0.043939
0.017712 0.018031 0.014116 0.016498 0.014955 0.016964  0.037184  0.046940  0.042566
0.017488 0.017118 0.012097 0.015730 0.014824 0.015605  0.037783  0.046378  0.042835
0.017480 0.017593 0.013292 0.016360 0.014778 0.016039  0.037183  0.048931  0.045155
0.016810 0.017426 0.013616 0.015349 0.015411 0.016094  0.037549  0.046599  0.047084
0.017275 0.016724 0.012848 0.015545 0.014759 0.016201  0.036453  0.045528  0.043629
0.016354 0.016676 0.014350 0.015503 0.015038 0.017554  0.035227  0.044609  0.044140
0.016373 0.017422 0.013447 0.015438 0.014889 0.015588  0.037550  0.048874  0.044874
0.015598 0.017579 0.014012 0.014949 0.014899 0.016097  0.036623  0.049917  0.043855
0.016025 0.017666 0.014421 0.015223 0.015586 0.016208  0.036287  0.050167  0.045515
0.016171 0.019028 0.013797 0.014978 0.015018 0.016495  0.036431  0.050127  0.044376
0.015623 0.017524 0.013767 0.014841 0.015088 0.016551  0.036154  0.047123  0.045577
0.016747 0.016286 0.014500 0.015335 0.014537 0.016606  0.038306  0.048759  0.045844
0.016597 0.016498 0.014367 0.015317 0.014652 0.016675  0.043314  0.048497  0.044388
0.016515 0.018619 0.014668 0.014823 0.015236 0.017272  0.039079  0.050611  0.047905
0.017081 0.016846 0.014346 0.015907 0.014795 0.016385  0.040647  0.052397  0.043646
0.016982 0.017594 0.014364 0.015747 0.014986 0.016999  0.041030  0.048781  0.044454
0.016788 0.017792 0.013858 0.015350 0.014855 0.016157  0.038271  0.048854  0.044554
0.015678 0.017540 0.014189 0.015168 0.014676 0.017063  0.047225  0.048047  0.045249
0.016278 0.017566 0.013659 0.014576 0.014956 0.016628  0.040036  0.050257  0.046111
0.017068 0.015936 0.015386 0.015128 0.014749 0.016993  0.040571  0.051860  0.048235
0.016357 0.017352 0.013784 0.015056 0.015351 0.015734  0.039439  0.051812  0.047624
0.016497 0.017142 0.013811 0.014945 0.014429 0.017257  0.040748  0.049464  0.047272
