0.013502 0.015487 0.011537 0.013777 0.013739 0.015043  0.036065  0.037081  0.055920
0.014065 0.014961 0.012728 0.014148 0.013775 0.016132  0.034756  0.037843  0.054498
0.013115 0.016813 0.011856 0.013039 0.014691 0.015394  0.033293  0.037218  0.056326
0.012700 0.015839 0.012293 0.013850 0.014396 0.015318  0.036808  0.040837  0.056876
0.013360 0.015799 0.013059 0.014013 0.013175 0.015747  0.035624  0.039245  0.067703
0.014493 0.014918 0.012858 0.013745 0.013066 0.015601  0.036481  0.036160  0.054417
0.012088 0.015166 0.012847 0.013526 0.012955 0.015725  0.032213  0.037782  0.054863
0.013061 0.015671 0.013594 0.013232 0.013439 0.016025  0.033513  0.039153  0.055815
0.013060 0.015898 0.013563 0.013332 0.014027 0.016151  0.034910  0.039253  0.057723
0.012745 0.016114 0.013088 0.013310 0.013936 0.016673  0.035935  0.039054  0.057061
0.013337 0.014612 0.011700 0.013484 0.013122 0.014777  0.034931  0.037254  0.054140
0.012581 0.015869 0.012393 0.013403 0.013961 0.015416  0.032879  0.038858  0.055693
0.013362 0.014452 0.011880 0.013866 0.013408 0.015248  0.032796  0.037285  0.051266
0.013868 0.017519 0.012054 0.013304 0.014284 0.014971  0.035077  0.039850  0.054418
0.014187 0.016068 0.014092 0.013741 0.013573 0.017051  0.035061  0.039274  0.054464
0.013824 0.015573 0.013371 0.013201 0.013655 0.016177  0.035163  0.037169  0.056210
0.014010 0.015388 0.012700 0.014528 0.013682 0.015205  0.036298  0.036178  0.056652
0.012787 0.015788 0.012722 0.013046 0.014434 0.015756  0.036701  0.041679  0.059941
0.014158 0.016865 0.012516 0.014915 0.014137 0.015389  0.040580  0.052284  0.053927
0.013705 0.015365 0.013495 0.013983 0.013201 0.017000  0.041473  0.061624  0.061128
0.015534 0.014717 0.014548 0.015319 0.012770 0.016766  0.046603  0.055702  0.068140
0.014334 0.015722 0.013349 0.014574 0.013316 0.017136  0.043812  0.059108  0.077974
0.014480 0.015179 0.013107 0.013979 0.013226 0.015825  0.041368  0.055798  0.083313
0.014860 0.015994 0.012492 0.015240 0.013721 0.015696  0.042570  0.059443  0.090613
0.014122 0.015873 0.013200 0.013769 0.013704 0.016353  0.043527  0.066975  0.098362
0.015689 0.015717 0.013586 0.015372 0.013531 0.016918  0.042223  0.064712  0.097364
0.013410 0.015452 0.012837 0.013700 0.013546 0.016178  0.046316  0.070642  0.102891
0.016669 0.017138 0.014013 0.016284 0.013599 0.016815  0.048532  0.066393  0.114015
0.014389 0.015585 0.014475 0.014787 0.014337 0.016873  0.044690  0.068533  0.129244
0.015274 0.016238 0.013844 0.015350 0.014373 0.016560  0.050705  0.072147  0.124311
0.014871 0.017339 0.012672 0.014594 0.015216 0.015818  0.045763  0.077773  0.124738
0.014588 0.016026 0.013749 0.014731 0.014479 0.016325  0.046338  0.077792  0.128127
0.014321 0.016583 0.012398 0.014348 0.014344 0.015544  0.046768  0.073025  0.124092
0.014200 0.016106 0.012691 0.013724 0.013684 0.015429  0.049076  0.081291  0.129570
0.015178 0.016343 0.013107 0.014765 0.015288 0.016824  0.052505  0.077229  0.130616
0.014486 0.016525 0.014266 0.013909 0.014779 0.016518  0.059166  0.082568  0.132626
0.015659 0.015175 0.012721 0.014524 0.013614 0.016264  0.061558  0.088132  0.138854
0.013523 0.015895 0.013007 0.013839 0.014677 0.015484  0.065030  0.088759  0.135364
0.013378 0.015045 0.013542 0.014369 0.013959 0.016288  0.067725  0.091522  0.144612
0.013436 0.016976 0.012761 0.013476 0.015254 0.016567  0.064591  0.090443  0.152796
0.013830 0.016391 0.012972 0.014185 0.013893 0.016466  0.069624  0.091203  0.156444
0.013297 0.016491 0.012753 0.013591 0.014346 0.015813  0.065814  0.095578  0.163184
0.014132 0.015893 0.013119 0.014408 0.013705 0.015614  0.079225  0.098808  0.175130
0.014662 0.015764 0.013028 0.014695 0.013321 0.015553  0.087368  0.099231  0.176211
0.012650 0.015521 0.012587 0.013534 0.013388 0.015603  0.091248  0.105390  0.172691
0.013886 0.016002 0.012511 0.014203 0.014112 0.015106  0.093375  0.105457  0.187867
0.012668 0.014832 0.012246 0.013475 0.012913 0.016009  0.092114  0.106898  0.187534
0.014359 0.015836 0.012862 0.015279 0.013439 0.016230  0.088354  0.107573  0.196722
0.013986 0.015760 0.013070 0.013883 0.013870 0.016274  0.087772  0.107306  0.196419
0.013656 0.015283 0.012076 0.014078 0.012850 0.015844  0.091437  0.116239  0.212061
0.013784 0.016446 0.012481 0.013623 0.013905 0.015630  0.098828  0.111849  0.223442
0.013639 0.014932 0.012463 0.014255 0.013371 0.015688  0.100828  0.119365  0.239943
0.015459 0.016167 0.011652 0.014883 0.014095 0.015326  0.104127  0.118012  0.245603
0.013791 0.016262 0.012605 0.013701 0.014176 0.015516  0.103584  0.123341  0.244118
0.014183 0.016296 0.012381 0.013449 0.013866 0.015391  0.104552  0.122140  0.257985
0.012935 0.015775 0.013021 0.013737 0.013076 0.016108  0.104872  0.127535  0.267202
0.013064 0.015166 0.012794 0.014544 0.013479 0.015358  0.106439  0.122248  0.262646
0.012848 0.016254 0.012070 0.013478 0.014553 0.014876  0.109896  0.129652  0.262610
0.013756 0.014799 0.011046 0.014063 0.012916 0.014416  0.111053  0.127656  0.256571
0.013223 0.015977 0.012366 0.013617 0.014205 0.015646  0.107247  0.127484  0.269327
0.013515 0.015145 0.012694 0.013856 0.013164 0.015605  0.114507  0.120752  0.255178
0.013758 0.016957 0.012257 0.014182 0.014658 0.015680  0.106140  0.127984  0.266660
0.012454 0.015145 0.011854 0.013464 0.014048 0.014590  0.105365  0.124212  0.272592
0.013424 0.014931 0.012420 0.014072 0.013632 0.016009  0.114154  0.122581  0.265421
0.013138 0.015661 0.012303 0.013296 0.013674 0.015301  0.113519  0.121361  0.274875
0.013642 0.014430 0.012230 0.013387 0.012048 0.014752  0.123636  0.123145  0.282164
0.013339 0.016625 0.012700 0.013115 0.014425 0.015380  0.122001  0.133154  0.272771
0.013830 0.015728 0.011962 0.013582 0.013414 0.015983  0.120919  0.126021  0.283630
0.013694 0.017107 0.012239 0.013743 0.014289 0.014810  0.124717  0.126187  0.297260
0.013475 0.015870 0.012390 0.013648 0.013811 0.015523  0.123089  0.125973  0.294891
0.013433 0.015869 0.011879 0.013153 0.014400 0.016322  0.115382  0.129730  0.294983
0.014691 0.015692 0.012432 0.014449 0.013896 0.015288  0.128240  0.130833  0.302646
0.013954 0.016066 0.011976 0.013876 0.014254 0.015147  0.121311  0.132090  0.320846
0.013629 0.016146 0.011903 0.013105 0.013554 0.014517  0.124560  0.135841  0.319023
0.014504 0.015606 0.011971 0.014832 0.014244 0.014805  0.139613  0.146012  0.329809
0.013010 0.015928 0.012733 0.013710 0.014256 0.015871  0.144208  0.148546  0.343021
0.014518 0.016179 0.013941 0.013952 0.014408 0.016380  0.146159  0.149549  0.351694
0.012563 0.016980 0.012522 0.013477 0.014627 0.015088  0.157990  0.157270  0.356687
0.013771 0.015226 0.011360 0.014574 0.013513 0.014587  0.162366  0.150103  0.387352
0.013329 0.016852 0.012118 0.013957 0.014280 0.015575  0.167457  0.164632  0.427737
0.014859 0.015941 0.012741 0.014357 0.014111 0.014921  0.172645  0.182072  0.437872
0.013901 0.016446 0.013096 0.013554 0.013721 0.016119  0.176199  0.173797  0.454895
0.013047 0.015966 0.013179 0.013954 0.014104 0.016456  0.209618  0.186060  0.456866
0.013415 0.016411 0.013275 0.013885 0.013841 0.016054  0.223592  0.218215  0.512264
0.013432 0.016752 0.012134 0.013302 0.014622 0.015565  0.230333  0.212182  0.523938
0.014567 0.015621 0.012872 0.014014 0.013218 0.015493  0.244628  0.223216  0.564992
0.013319 0.016881 0.013034 0.013872 0.014386 0.016557  0.241104  0.220512  0.557372
0.013775 0.015678 0.013909 0.014666 0.013974 0.016967  0.248577  0.245074  0.596974
0.013271 0.016048 0.013700 0.013682 0.013854 0.016380  0.253327  0.241513  0.618107
0.012833 0.015153 0.013404 0.013434 0.013388 0.015961  0.259638  0.248934  0.608447
0.013985 0.014777 0.013295 0.013559 0.013010 0.016563  0.268483  0.250542  0.611395
0.013405 0.015048 0.014092 0.013285 0.013134 0.016357  0.281508  0.257601  0.633062
0.013216 0.016301 0.013135 0.013772 0.013645 0.016473  0.281813  0.264332  0.683040
0.012792 0.015993 0.013202 0.013606 0.014433 0.016199  0.286315  0.275760  0.716236
0.013097 0.015580 0.013530 0.013278 0.013885 0.016604  0.293319  0.273932  0.716187
0.012879 0.015438 0.013062 0.013157 0.013636 0.015996  0.292795  0.287180  0.729412
0.014110 0.016633 0.012787 0.013763 0.013672 0.015835  0.316749  0.302277  0.773084
0.012750 0.015765 0.012852 0.012950 0.014123 0.015637  0.330059  0.311559  0.763032
0.014177 0.016145 0.013160 0.013717 0.014344 0.015819  0.350404  0.314862  0.798711
0.013494 0.015824 0.013450 0.015177 0.014238 0.016182  0.380064  0.305623  0.786098
0.014589 0.015868 0.013642 0.013939 0.013831 0.016382  0.385050  0.315744  0.814841
0.013861 0.015889 0.014545 0.013718 0.014151 0.016969  0.397569  0.334142  0.842310
0.013378 0.015244 0.013424 0.014454 0.014030 0.016415  0.416216  0.335436  0.876317
0.013215 0.016646 0.012897 0.013142 0.013881 0.015470  0.452039  0.360779  0.923002
0.014078 0.015328 0.013689 0.013946 0.013694 0.016149  0.447830  0.365093  0.911139
0.014006 0.015951 0.013269 0.014479 0.013948 0.016738  0.457481  0.368503  0.966954
0.014332 0.015180 0.012045 0.013825 0.013728 0.015429  0.468479  0.386874  0.981839
0.013909 0.015386 0.011848 0.013720 0.013105 0.014846  0.480989  0.410599  1.006811
0.013608 0.015414 0.012790 0.013709 0.013569 0.015422  0.482483  0.401941  1.003012
0.013947 0.015824 0.012701 0.013500 0.013692 0.015314  0.496466  0.419074  0.997840
0.013308 0.016353 0.012082 0.013818 0.014030 0.015394  0.501433  0.412368  1.030197
0.013697 0.016014 0.012593 0.014157 0.013487 0.016263  0.499951  0.441056  1.072890
0.013301 0.016558 0.012379 0.013389 0.013729 0.015306  0.529437  0.438032  1.042227
0.013641 0.015206 0.013341 0.014010 0.012809 0.016157  0.516334  0.449528  1.047782
0.013254 0.016115 0.013784 0.013854 0.013924 0.016082  0.525061  0.442368  1.071178
0.014001 0.014802 0.012804 0.014263 0.013272 0.016284  0.551212  0.461648  1.063185
0.013594 0.015820 0.014115 0.014432 0.013645 0.016810  0.550884  0.467366  1.062375
0.013615 0.015878 0.013318 0.014103 0.013732 0.016822  0.549331  0.469920  1.074616
0.013849 0.015492 0.012336 0.014367 0.013763 0.015268  0.559140  0.473313  1.080096
0.013588 0.016124 0.012736 0.013646 0.013635 0.015914  0.534745  0.470482  1.090508
0.014017 0.014552 0.013045 0.013558 0.012749 0.015871  0.548352  0.476984  1.082999
0.014237 0.016201 0.013034 0.013738 0.014190 0.016218  0.565330  0.472985  1.095544
0.014263 0.015105 0.013577 0.013891 0.013286 0.016466  0.576322  0.475868  1.108959
0.013842 0.015904 0.012294 0.014160 0.014169 0.015773  0.559459  0.472044  1.112322
0.013352 0.015057 0.012493 0.013943 0.013140 0.015646  0.567242  0.486128  1.081399
0.013388 0.015992 0.013003 0.013352 0.014263 0.015813  0.568331  0.478547  1.129501
0.013483 0.015538 0.013658 0.013799 0.014264 0.016009  0.571263  0.491432  1.137886
0.013484 0.015697 0.012926 0.014070 0.014035 0.016321  0.599594  0.486700  1.165656
0.013006 0.016785 0.011641 0.013888 0.013543 0.014968  0.593909  0.497979  1.173018
0.013524 0.016742 0.012875 0.013862 0.014648 0.015123  0.592752  0.499920  1.173436
0.014201 0.015817 0.012352 0.014238 0.014701 0.015770  0.618603  0.497099  1.215605
0.013166 0.015330 0.012982 0.013635 0.012992 0.015929  0.599178  0.512364  1.216888
0.014759 0.018068 0.012070 0.014262 0.015312 0.015243  0.617892  0.515538  1.235534
0.013868 0.015369 0.011767 0.013677 0.013270 0.015221  0.605403  0.523863  1.262600
0.014418 0.016693 0.012500 0.013890 0.013898 0.015720  0.629576  0.522698  1.253470
0.013373 0.015863 0.012395 0.012927 0.012957 0.014666  0.646265  0.526116  1.286435
0.014380 0.015826 0.012697 0.014124 0.013792 0.016010  0.643690  0.536414  1.338094
0.013287 0.014867 0.013181 0.013191 0.013592 0.016104  0.655035  0.523694  1.339945
0.014308 0.015799 0.012688 0.013465 0.013845 0.015656  0.660519  0.554498  1.349398
0.014252 0.016337 0.012338 0.014569 0.013354 0.015525  0.657638  0.553924  1.358714
0.014501 0.014696 0.013271 0.014469 0.013398 0.015213  0.670736  0.561867  1.376413
0.014017 0.016071 0.012283 0.014391 0.014303 0.014958  0.706941  0.576704  1.417470
0.014120 0.015716 0.012514 0.014284 0.013239 0.015247  0.730075  0.583787  1.386301
0.014861 0.016239 0.012669 0.014771 0.013883 0.015336  0.747841  0.596092  1.387857
0.013880 0.015928 0.011888 0.014015 0.013278 0.014999  0.734515  0.602892  1.422022
0.015223 0.015729 0.012048 0.015086 0.013695 0.015527  0.738872  0.605528  1.423624
0.014410 0.015125 0.012355 0.014086 0.013089 0.015476  0.743640  0.599308  1.472918
0.014480 0.014662 0.013571 0.013268 0.013122 0.015936  0.758981  0.613065  1.464545
0.013016 0.014913 0.013045 0.012743 0.012780 0.016139  0.767041  0.614290  1.503127
0.013655 0.015375 0.012699 0.013783 0.012834 0.016645  0.770276  0.624783  1.531814
0.013455 0.016011 0.013389 0.013458 0.013082 0.015900  0.791075  0.624515  1.516331
0.014164 0.015875 0.012495 0.013776 0.013490 0.015762  0.811703  0.645077  1.534624
0.015031 0.016138 0.013031 0.014183 0.013315 0.015721  0.824983  0.658340  1.561539
0.013074 0.015681 0.011913 0.013257 0.013549 0.014495  0.828240  0.663281  1.584931
0.013609 0.014443 0.011166 0.013688 0.013495 0.014292  0.838527  0.679592  1.639457
0.013345 0.014944 0.012692 0.013851 0.013749 0.015764  0.846995  0.680758  1.615790
0.014547 0.015145 0.012760 0.013522 0.013638 0.015536  0.868298  0.683364  1.643995
0.013291 0.014779 0.011131 0.013825 0.012578 0.014464  0.862658  0.708855  1.663842
0.014167 0.014673 0.012907 0.013725 0.013104 0.015580  0.860494  0.689419  1.633765
0.013656 0.015645 0.012694 0.013816 0.013683 0.015688  0.874661  0.701632  1.699888
0.013730 0.015355 0.012696 0.013954 0.012793 0.016013  0.876978  0.707662  1.681200
0.013691 0.014952 0.012213 0.013306 0.013528 0.015333  0.876257  0.723525  1.709127
0.012630 0.014402 0.011416 0.013153 0.012534 0.014612  0.869098  0.715319  1.679936
0.013980 0.014701 0.012708 0.013484 0.013120 0.015564  0.872118  0.711730  1.703483
0.013484 0.015428 0.013166 0.014105 0.013175 0.016076  0.899699  0.733618  1.733890
0.013862 0.015546 0.013719 0.013472 0.013557 0.016536  0.895728  0.723570  1.701872
0.013583 0.015290 0.013402 0.013747 0.012948 0.016993  0.901418  0.724023  1.708520
0.013273 0.015570 0.012331 0.013571 0.013619 0.015881  0.904147  0.738968  1.745554
0.013778 0.014368 0.012344 0.013950 0.012731 0.016198  0.913399  0.727638  1.738847
0.013958 0.015372 0.012453 0.014426 0.012840 0.015373  0.916365  0.740262  1.759401
0.014266 0.015136 0.012893 0.014864 0.013616 0.016038  0.927046  0.740523  1.782740
0.014059 0.014735 0.012223 0.014476 0.012641 0.015290  0.933986  0.746231  1.755047
0.013929 0.015441 0.012583 0.013729 0.013289 0.015391  0.932043  0.744393  1.761969
