0.022138 0.022258 0.017314 0.020785 0.020888 0.022141   0.063780   0.062924   0.083221
0.019877 0.022676 0.018706 0.020316 0.019620 0.021522   0.075749   0.080929   0.092548
0.022040 0.023782 0.017050 0.020843 0.020413 0.021995   0.096958   0.086373   0.115773
0.022043 0.022790 0.018147 0.020568 0.020780 0.021805   0.116541   0.118478   0.165883
0.021040 0.025028 0.018894 0.020342 0.019659 0.022445   0.127949   0.129766   0.206735
0.021257 0.021912 0.016890 0.021466 0.019232 0.022497   0.153830   0.166540   0.223384
0.019619 0.022632 0.016445 0.018934 0.020030 0.021465   0.173780   0.235287   0.308036
0.020329 0.024170 0.018218 0.019380 0.020299 0.022108   0.225239   0.285361   0.444727
0.021327 0.023451 0.017311 0.020080 0.020019 0.020136   0.242616   0.320408   0.513936
0.021306 0.024269 0.018957 0.019857 0.020681 0.022131   0.292819   0.349665   0.636511
0.020323 0.022381 0.019241 0.020314 0.019240 0.022501   0.314541   0.396706   0.689879
0.022428 0.023301 0.018159 0.021862 0.020179 0.021595   0.367372   0.408885   0.818478
0.020866 0.023516 0.017516 0.020232 0.019389 0.021752   0.393415   0.466534   0.926424
0.020875 0.022761 0.018993 0.020876 0.019503 0.022876   0.464203   0.536496   1.068171
0.022252 0.023335 0.019282 0.020941 0.020592 0.022471   0.526281   0.574008   1.102176
0.021090 0.022395 0.018642 0.021088 0.020033 0.021867   0.541320   0.592665   1.184307
0.020764 0.022171 0.018490 0.019791 0.019129 0.022885   0.591664   0.670752   1.289164
0.022084 0.022080 0.019478 0.021238 0.019258 0.023889   0.622553   0.719557   1.386173
0.022146 0.023067 0.018387 0.020645 0.019848 0.022554   0.660869   0.753118   1.422965
0.020735 0.023717 0.020531 0.020118 0.018955 0.023470   0.688129   0.811444   1.514698
0.022306 0.022840 0.017017 0.020453 0.020833 0.021861   0.732170   0.899128   1.599285
0.020783 0.021543 0.018502 0.020441 0.017993 0.022232   0.748480   0.910128   1.681512
0.021604 0.024146 0.019273 0.020002 0.020409 0.023027   0.817888   0.977785   1.806422
0.021284 0.022349 0.018289 0.020898 0.019627 0.021454   0.905583   1.041632   1.869308
0.020961 0.024202 0.017800 0.020581 0.018322 0.021416   0.925045   1.095382   2.075568
0.021101 0.025391 0.018371 0.020775 0.020003 0.022643   1.004743   1.168232   2.198532
0.021550 0.021656 0.019513 0.020708 0.018418 0.023218   1.069424   1.219064   2.324051
0.020497 0.023068 0.020169 0.020756 0.019517 0.023370   1.147260   1.330593   2.420164
0.021805 0.021545 0.019147 0.021541 0.018796 0.024189   1.176503   1.357606   2.485961
0.022233 0.022671 0.018489 0.020180 0.019007 0.023676   1.303396   1.414534   2.656083
0.022165 0.021979 0.018219 0.020460 0.019825 0.021636   1.286727   1.472495   2.674680
0.021240 0.022769 0.020114 0.020015 0.019052 0.022791   1.386665   1.562205   2.868294
0.022208 0.023355 0.017285 0.020340 0.020883 0.020925   1.420135   1.626303   2.888726
0.020656 0.021977 0.017532 0.020520 0.018695 0.020532   1.478800   1.688797   2.920347
0.020174 0.023445 0.017898 0.019511 0.020684 0.021902   1.521054   1.748080   3.178268
0.022162 0.023684 0.017802 0.020017 0.019738 0.022010   1.592855   1.848558   3.300824
0.021054 0.025140 0.017102 0.021204 0.019560 0.021349   1.640010   1.874096   3.427947
0.021547 0.023030 0.017190 0.019630 0.019125 0.021361   1.700224   1.950558   3.558412
0.021900 0.024694 0.018127 0.021443 0.020724 0.021717   1.778200   2.062817   3.731300
0.021046 0.023361 0.018392 0.020422 0.019531 0.022717   1.872760   2.182599   3.820374
0.020001 0.022276 0.017917 0.019776 0.019173 0.022859   1.943492   2.235027   3.960599
0.021341 0.023408 0.019350 0.020660 0.019638 0.023211   2.058382   2.305589   4.118043
0.021113 0.023287 0.017927 0.019877 0.018970 0.021989   2.128526   2.422227   4.201820
0.021377 0.023824 0.019794 0.020613 0.020133 0.023631   2.227275   2.436759   4.303268
0.022063 0.022871 0.017784 0.020146 0.019701 0.021293   2.261976   2.536181   4.365839
0.021746 0.023136 0.019000 0.020404 0.019653 0.021280   2.449431   2.603367   4.493758
0.021493 0.024383 0.018369 0.020390 0.020841 0.022298   2.491990   2.673748   4.598324
0.021634 0.026189 0.018999 0.020489 0.020719 0.023139   2.561644   2.742279   4.771957
0.020581 0.023620 0.018119 0.020700 0.020059 0.021556   2.611589   2.903911   4.848239
0.021801 0.022547 0.017890 0.021315 0.019847 0.022500   2.737506   2.903950   4.975766
0.021009 0.023604 0.017994 0.020041 0.021149 0.021543   2.859916   3.018896   5.087094
0.020440 0.023729 0.018112 0.021072 0.019936 0.022441   2.908384   3.092008   5.256228
0.020774 0.024099 0.017983 0.020879 0.021130 0.022063   2.973329   3.226429   5.421046
0.021246 0.024673 0.017365 0.020463 0.019935 0.021912   3.064587   3.302878   5.495329
0.020942 0.025819 0.018504 0.019894 0.021181 0.022266   3.129469   3.382414   5.635727
0.022152 0.023796 0.019640 0.021091 0.021575 0.022775   3.170239   3.475206   5.867491
0.022589 0.023042 0.017984 0.020617 0.020810 0.022394   3.236401   3.577832   5.927143
0.020753 0.025864 0.017127 0.019852 0.022439 0.021172   3.303437   3.593954   6.091282
0.023409 0.024207 0.017609 0.021423 0.019760 0.021315   3.410647   3.646970   6.215201
0.021238 0.023660 0.016416 0.020819 0.020614 0.021147   3.518124   3.767419   6.485771
0.021082 0.022480 0.017366 0.020568 0.020106 0.021484   3.576075   3.811087   6.805925
0.023058 0.022638 0.017885 0.020202 0.020755 0.021921   3.692744   3.904007   7.030247
0.022886 0.026307 0.018781 0.021218 0.021841 0.023588   3.816840   4.025846   7.209162
0.021676 0.022079 0.018816 0.020368 0.019721 0.023208   3.890865   4.123216   7.371206
0.021907 0.025412 0.017289 0.021161 0.020692 0.021296   3.982566   4.241643   7.563325
0.022046 0.022772 0.017561 0.020740 0.019426 0.020635   4.068117   4.306139   7.618668
0.023413 0.022829 0.018260 0.022074 0.020562 0.021439   4.070662   4.443082   7.769312
0.021980 0.023909 0.018220 0.021421 0.019818 0.022691   4.163006   4.521874   7.995199
0.022413 0.022944 0.018009 0.021803 0.019365 0.021229   4.275580   4.595881   8.174731
0.021230 0.023129 0.016978 0.019409 0.020364 0.021618   4.330128   4.626400   8.269281
0.021671 0.023034 0.018661 0.022351 0.019614 0.023393   4.378386   4.629779   8.431465
0.022081 0.024222 0.019296 0.020770 0.020518 0.022429   4.511390   4.702918   8.639174
0.022372 0.024659 0.018735 0.021385 0.019383 0.022021   4.520447   4.826605   8.891565
0.022529 0.023526 0.018928 0.020182 0.019935 0.022116   4.593018   4.883991   8.928081
0.020383 0.022657 0.017626 0.018766 0.019589 0.021636   4.661127   4.814064   8.997174
0.022386 0.021382 0.017856 0.021027 0.018566 0.021544   4.671649   4.887077   9.088434
0.022068 0.023508 0.017411 0.021431 0.020440 0.022470   4.746716   4.937266   9.160944
0.021554 0.022823 0.018122 0.019622 0.019400 0.022049   4.777875   4.991365   9.225864
0.020431 0.022339 0.017883 0.019897 0.019721 0.022038   4.852375   5.004582   9.405960
0.021033 0.023569 0.018402 0.019734 0.020385 0.022141   4.937587   5.099646   9.580715
0.022228 0.023101 0.017340 0.021360 0.020608 0.021175   4.980345   5.162508   9.718581
0.022628 0.023452 0.016587 0.021509 0.020076 0.020372   5.078627   5.265725   9.818945
0.021888 0.023238 0.017368 0.019883 0.020048 0.021948   5.166191   5.428086   9.957955
0.024172 0.023562 0.017991 0.021341 0.021593 0.022094   5.218090   5.433238  10.124060
0.020700 0.021856 0.018764 0.019664 0.018246 0.022835   5.274168   5.497415  10.280503
0.020695 0.023267 0.018057 0.019739 0.020007 0.021636   5.394754   5.594857  10.456862
0.021171 0.022196 0.017320 0.020037 0.020165 0.021600   5.441936   5.681491  10.656661
0.021884 0.022782 0.017963 0.021200 0.019730 0.021689   5.586499   5.745490  10.843688
0.020631 0.022906 0.018526 0.020068 0.019085 0.023165   5.683635   5.828110  10.924398
0.020262 0.023435 0.017734 0.020378 0.019819 0.022121   5.708268   5.799522  11.050622
0.023289 0.023034 0.017517 0.021616 0.019703 0.022494   5.851139   5.949515  11.195090
0.022992 0.024062 0.017275 0.021336 0.020943 0.022241   5.925382   6.062250  11.484083
0.021191 0.024562 0.018319 0.020332 0.020467 0.021427   6.016232   6.141778  11.496623
0.022773 0.023610 0.016794 0.020459 0.020814 0.022083   6.063590   6.159750  11.773280
0.023634 0.023978 0.017728 0.022893 0.020309 0.021971   6.185588   6.290643  12.104991
0.021880 0.024337 0.017443 0.020547 0.019593 0.022018   6.277182   6.327688  12.281323
0.021680 0.024361 0.018092 0.020678 0.020172 0.023134   6.329002   6.408133  12.478829
0.022844 0.024212 0.018963 0.021253 0.020794 0.023108   6.458132   6.612128  12.621800
0.022174 0.024697 0.018489 0.021302 0.020968 0.022921   6.517508   6.610936  12.885446
0.021865 0.023780 0.019455 0.021032 0.020367 0.024666   6.716902   6.702686  13.122451
0.021685 0.023719 0.018341 0.021088 0.020326 0.021291   6.780468   6.767552  13.317912
0.022698 0.023470 0.017846 0.021810 0.019563 0.022353   6.889950   6.844227  13.340150
0.021411 0.023301 0.018379 0.021311 0.019098 0.023065   6.987163   6.913298  13.365430
0.022619 0.022772 0.019315 0.022246 0.020185 0.022575   7.024404   7.134718  13.492373
0.021310 0.025730 0.018205 0.020554 0.020915 0.021213   7.109666   7.174147  13.511031
0.020335 0.024205 0.019715 0.020695 0.019727 0.022982   7.188918   7.274529  13.543011
0.023692 0.024700 0.018049 0.022271 0.020410 0.023071   7.272503   7.290191  13.727362
0.022923 0.024489 0.018867 0.021953 0.019607 0.022415   7.260163   7.415323  13.932082
0.022384 0.026699 0.017324 0.021717 0.021633 0.021697   7.421013   7.432157  14.101892
0.020646 0.024149 0.017045 0.020477 0.019771 0.021632   7.607802   7.473181  14.298775
0.021927 0.026851 0.017413 0.022214 0.020260 0.021710   7.660321   7.552258  14.546592
0.021848 0.026029 0.017703 0.020642 0.020051 0.022586   7.660265   7.676488  14.798436
0.020724 0.024020 0.018701 0.019745 0.019602 0.021928   7.746978   7.661504  14.759208
0.021657 0.025794 0.019066 0.020805 0.021382 0.022345   7.955459   7.719073  14.977869
0.020837 0.024982 0.018882 0.020835 0.019198 0.022462   8.066702   7.837321  15.184438
0.022218 0.024342 0.017403 0.020645 0.018974 0.021705   8.145320   7.899274  15.308788
0.021531 0.025676 0.018371 0.019963 0.020668 0.022071   8.162276   7.907737  15.434467
0.020760 0.027235 0.016989 0.019837 0.020601 0.021852   8.277899   8.102770  15.529796
0.022484 0.027437 0.019240 0.019963 0.020807 0.023441   8.211570   8.221463  15.646149
0.021088 0.025249 0.019063 0.021454 0.020098 0.021560   8.338135   8.335427  15.772835
0.021347 0.025834 0.018675 0.019436 0.019646 0.022314   8.452720   8.391391  15.895627
0.021017 0.028001 0.018016 0.020301 0.020124 0.021817   8.450196   8.356103  16.054254
0.021448 0.027645 0.017771 0.019947 0.019068 0.022394   8.522127   8.519405  16.165049
