0.013055 0.014847 0.011370 0.013122 0.013361 0.014465 0.031581 0.036474  0.047039
0.012521 0.014994 0.011865 0.012639 0.012927 0.014668 0.033188 0.034940  0.048998
0.013556 0.014597 0.011302 0.013733 0.012769 0.014331 0.031854 0.034766  0.045827
0.013654 0.013753 0.012087 0.013163 0.011777 0.015295 0.032894 0.035530  0.046147
0.013225 0.015971 0.011633 0.012925 0.013002 0.014559 0.031235 0.035734  0.046915
0.013387 0.014529 0.011871 0.012832 0.012360 0.013895 0.031947 0.036456  0.048268
0.012638 0.015183 0.012494 0.013076 0.013255 0.015114 0.031191 0.037681  0.048531
0.013511 0.014330 0.012238 0.013136 0.012473 0.014521 0.032015 0.036968  0.046306
0.012764 0.014514 0.011350 0.012460 0.012287 0.014677 0.031680 0.034113  0.045732
0.012184 0.014020 0.010491 0.012243 0.012564 0.013659 0.029955 0.036159  0.044444
0.014080 0.015055 0.011499 0.013462 0.013477 0.014448 0.032059 0.035173  0.047111
0.012494 0.015902 0.012984 0.012737 0.012754 0.015069 0.032627 0.035930  0.048113
0.012802 0.013908 0.012942 0.013128 0.012577 0.015363 0.033105 0.034142  0.050564
0.012515 0.015402 0.011186 0.012671 0.013750 0.014191 0.030958 0.035880  0.047061
0.012910 0.013915 0.011144 0.013552 0.011722 0.014581 0.032701 0.033638  0.046269
0.012286 0.013337 0.011858 0.012372 0.011775 0.014407 0.029991 0.035529  0.045218
0.012998 0.014727 0.012221 0.013563 0.012104 0.015380 0.031890 0.035537  0.048977
0.012197 0.014557 0.011495 0.012559 0.012602 0.014652 0.030673 0.035655  0.045033
0.012058 0.014039 0.012093 0.012723 0.011331 0.014924 0.030572 0.033216  0.045970
0.012555 0.014305 0.011594 0.012519 0.012228 0.014817 0.031424 0.034840  0.050336
0.012405 0.014435 0.010741 0.013099 0.012584 0.013568 0.032026 0.035766  0.046625
0.012682 0.014012 0.011723 0.012370 0.012260 0.014600 0.029609 0.034934  0.047739
0.012304 0.013139 0.012273 0.013183 0.011941 0.015004 0.031708 0.035603  0.046647
0.012555 0.013655 0.011083 0.012793 0.011948 0.014435 0.031611 0.036825  0.047883
0.013672 0.012944 0.011836 0.013031 0.011651 0.014981 0.032062 0.034217  0.047153
0.013139 0.014316 0.012948 0.012967 0.012401 0.015224 0.030105 0.034170  0.047934
0.013752 0.013938 0.012011 0.013450 0.011763 0.015248 0.032518 0.035529  0.045597
0.013090 0.013907 0.012568 0.012390 0.012345 0.015660 0.031755 0.034455  0.049783
0.013007 0.014725 0.011337 0.013620 0.012958 0.014863 0.032167 0.035778  0.044229
0.013335 0.014012 0.012090 0.012606 0.012519 0.014108 0.031096 0.033822  0.047056
0.013101 0.013673 0.011349 0.013089 0.012103 0.014548 0.032212 0.035079  0.047675
0.013700 0.013287 0.012006 0.013764 0.011846 0.014590 0.033499 0.033505  0.049433
0.013869 0.014445 0.011822 0.013760 0.012801 0.014793 0.031756 0.038111  0.048840
0.013278 0.014035 0.011566 0.013881 0.012600 0.014448 0.032298 0.036216  0.047481
0.013430 0.014760 0.011280 0.013710 0.012757 0.014637 0.032153 0.038367  0.047000
