0.012747 0.014839 0.011292 0.013549 0.012968 0.014576  0.034653  0.036659  0.056758
0.012939 0.014694 0.012235 0.012672 0.012678 0.015807  0.036403  0.033885  0.054137
0.013271 0.015057 0.011892 0.012931 0.013134 0.015252  0.032793  0.037040  0.052994
0.012710 0.014888 0.011740 0.012888 0.012405 0.014662  0.034452  0.037381  0.051983
0.013468 0.014332 0.012091 0.013737 0.012587 0.015001  0.040224  0.038978  0.059783
0.014036 0.015196 0.011563 0.013958 0.013248 0.014790  0.041183  0.039629  0.060567
0.012588 0.014908 0.011382 0.012882 0.012092 0.013657  0.042202  0.039682  0.060674
0.013308 0.015547 0.011602 0.013339 0.013646 0.014045  0.041292  0.044754  0.065949
0.013486 0.015882 0.011661 0.013266 0.012593 0.015069  0.044579  0.046040  0.078473
0.014197 0.015718 0.012177 0.014546 0.013416 0.015120  0.047148  0.047782  0.086204
0.013000 0.015135 0.011909 0.013455 0.012886 0.014504  0.046659  0.043232  0.076862
0.013876 0.015351 0.012179 0.014566 0.012867 0.015219  0.048138  0.049316  0.083755
0.013789 0.015908 0.011722 0.014021 0.013042 0.015571  0.047358  0.046331  0.074178
0.013359 0.014560 0.011958 0.013391 0.012924 0.015395  0.046291  0.052961  0.110809
0.013228 0.014844 0.011278 0.013880 0.013592 0.014357  0.051551  0.053083  0.103610
0.013173 0.015678 0.012097 0.012926 0.012922 0.014169  0.051059  0.053227  0.105906
0.013454 0.014547 0.012178 0.013867 0.013160 0.014815  0.052190  0.056067  0.113352
0.013089 0.014513 0.011772 0.013677 0.012658 0.014944  0.050373  0.058147  0.120613
0.012654 0.016355 0.011096 0.012662 0.014559 0.014574  0.056735  0.062424  0.136638
0.013122 0.015753 0.011516 0.012953 0.013059 0.014697  0.062836  0.065832  0.152860
0.013040 0.015726 0.011587 0.013181 0.013770 0.014776  0.065847  0.062675  0.158421
0.013286 0.015759 0.011425 0.013765 0.012698 0.014542  0.069274  0.064752  0.165370
0.012911 0.015162 0.012040 0.013370 0.012949 0.014852  0.080707  0.065569  0.173301
0.012308 0.015958 0.011072 0.012702 0.014818 0.014923  0.083119  0.064666  0.183794
0.013810 0.014477 0.011699 0.013969 0.012781 0.014646  0.081694  0.058047  0.196308
0.012972 0.015204 0.012091 0.013860 0.013605 0.015114  0.088171  0.063692  0.209737
0.013750 0.014021 0.011669 0.013875 0.012271 0.015028  0.084861  0.063124  0.213604
0.013335 0.016768 0.012775 0.013837 0.013890 0.015077  0.090482  0.065516  0.215848
0.013266 0.015553 0.012704 0.013340 0.013507 0.015095  0.098988  0.074543  0.229467
0.013416 0.014601 0.012420 0.013004 0.012376 0.015012  0.112135  0.086006  0.236811
0.013188 0.015059 0.011775 0.012747 0.013671 0.014825  0.116293  0.091909  0.247923
0.013424 0.013891 0.011813 0.013135 0.012588 0.014623  0.111501  0.089084  0.289314
0.012799 0.016300 0.012294 0.012707 0.013647 0.015090  0.113647  0.100182  0.291292
0.013791 0.014510 0.012193 0.013611 0.012097 0.014664  0.126014  0.094739  0.315485
0.013269 0.015353 0.011756 0.013006 0.013760 0.015191  0.125722  0.097010  0.311917
0.013273 0.015252 0.012977 0.013632 0.013058 0.015437  0.124843  0.094468  0.317712
0.013326 0.014729 0.012835 0.013517 0.013037 0.015776  0.126464  0.102292  0.331590
0.014151 0.015727 0.012595 0.014184 0.014472 0.015646  0.129353  0.102629  0.361481
0.013501 0.014447 0.012458 0.013239 0.012038 0.014539  0.133057  0.096647  0.368771
0.012678 0.016286 0.012168 0.012619 0.014083 0.015164  0.130450  0.108398  0.378816
0.014340 0.013931 0.012335 0.014347 0.012628 0.014527  0.132002  0.106678  0.343961
0.013104 0.015181 0.012040 0.013297 0.013033 0.015186  0.130223  0.109797  0.362939
0.013837 0.014221 0.011829 0.014509 0.012757 0.015590  0.138708  0.111620  0.363992
0.013718 0.014835 0.012581 0.012721 0.012919 0.015275  0.140213  0.114608  0.368274
0.013326 0.015147 0.012675 0.013602 0.013327 0.015858  0.142310  0.115987  0.373184
0.013657 0.014810 0.011965 0.013433 0.013073 0.014763  0.138767  0.119942  0.386100
0.013666 0.015814 0.012548 0.014214 0.013535 0.015387  0.147570  0.117387  0.386590
0.014558 0.014444 0.013281 0.014130 0.012831 0.015889  0.161890  0.120281  0.408331
0.012840 0.015452 0.012096 0.012476 0.013077 0.015076  0.163930  0.128398  0.438803
0.014037 0.015853 0.011902 0.013548 0.014033 0.014399  0.171861  0.129783  0.435641
0.012786 0.014181 0.011631 0.013116 0.012656 0.015250  0.169047  0.132169  0.449571
0.014821 0.015449 0.012269 0.014538 0.014166 0.015034  0.175857  0.141823  0.437871
0.013688 0.013664 0.013196 0.013883 0.012428 0.015719  0.179647  0.142704  0.443738
0.013015 0.014882 0.013209 0.013314 0.013017 0.015571  0.180865  0.142359  0.452679
0.013935 0.015468 0.013714 0.014061 0.013829 0.015864  0.187088  0.146956  0.484109
0.012785 0.014805 0.013038 0.013023 0.013121 0.015492  0.187923  0.145164  0.483679
0.014104 0.016016 0.011800 0.013884 0.012973 0.015114  0.187168  0.148799  0.495329
0.013108 0.014804 0.011846 0.013429 0.012618 0.014985  0.195944  0.159196  0.498690
0.012851 0.015807 0.010858 0.012817 0.013287 0.013815  0.194988  0.181289  0.481479
0.013131 0.014310 0.012481 0.013722 0.012902 0.015419  0.207269  0.200256  0.512281
0.013115 0.015845 0.011590 0.013326 0.013897 0.014542  0.213327  0.197262  0.506106
0.013411 0.014739 0.011857 0.013578 0.012922 0.014082  0.214452  0.194260  0.504108
0.012949 0.014751 0.011507 0.013155 0.013217 0.014833  0.214459  0.197786  0.511823
0.012803 0.014706 0.012573 0.013342 0.012775 0.015727  0.218886  0.211886  0.523916
0.012941 0.014485 0.012809 0.012616 0.012745 0.015659  0.225004  0.210718  0.524169
0.012683 0.015317 0.012173 0.013308 0.013500 0.014999  0.234330  0.213813  0.534745
0.012529 0.014710 0.011486 0.012997 0.012593 0.014960  0.231907  0.216824  0.541376
0.012920 0.016099 0.011920 0.013373 0.013651 0.015213  0.223427  0.214408  0.566062
0.012914 0.015958 0.012384 0.013115 0.013857 0.015150  0.232853  0.215914  0.547585
0.013505 0.015478 0.012040 0.013180 0.013694 0.014424  0.246502  0.224270  0.555085
0.012670 0.015765 0.011786 0.012473 0.013463 0.014973  0.254017  0.236212  0.575144
0.013516 0.014779 0.012368 0.013839 0.013041 0.015723  0.263339  0.237936  0.583684
0.012481 0.015612 0.012584 0.012626 0.013140 0.015341  0.262263  0.242687  0.582008
0.013122 0.014471 0.011882 0.013221 0.013050 0.015358  0.274980  0.250833  0.611769
0.012737 0.015445 0.012453 0.012743 0.013309 0.015066  0.280151  0.260719  0.624259
0.012710 0.015030 0.012682 0.013319 0.013183 0.016020  0.287886  0.254493  0.641152
0.012810 0.014390 0.012617 0.012637 0.012333 0.015028  0.290861  0.253343  0.675193
0.013490 0.015114 0.012169 0.013078 0.013372 0.014585  0.307786  0.266511  0.709955
