 0.131386  0.329238  0.140281 0.039643 0.035805 0.035169   73.231325   63.732554  106.069716
 0.123396  0.323766  0.146488 0.038464 0.034720 0.034675   73.638731   63.353966  106.395791
 0.123792  0.319963  0.139040 0.039448 0.035511 0.033480   73.757400   63.301491  106.975511
 0.117999  0.323187  0.143189 0.036437 0.033283 0.034718   74.206506   63.925989  107.622017
 0.128390  0.328788  0.146309 0.037798 0.034119 0.033403   74.557301   64.594150  108.600964
 0.120748  0.328016  0.146759 0.038177 0.033141 0.035833   75.596345   65.508420  108.687059
 0.121098  0.343234  0.143772 0.039129 0.034481 0.034700   76.398339   65.614728  109.370785
 0.124679  0.330674  0.148725 0.037436 0.032935 0.036308   76.765958   66.393930  110.013815
 0.135861  0.339696  0.148789 0.038335 0.035605 0.034486   77.041255   66.793194  111.405953
 0.122319  0.339235  0.146461 0.038133 0.034734 0.033260   77.287651   67.784700  112.886795
 0.121144  0.349850  0.150617 0.036364 0.032882 0.035380   78.205741   67.683503  114.093679
 0.119973  0.341440  0.144944 0.037005 0.033167 0.032431   79.079397   68.714044  115.086096
 0.126791  0.336929  0.148399 0.035190 0.033755 0.035736   79.641430   69.427425  115.231330
 0.134509  0.364061  0.150956 0.039505 0.033890 0.033434   79.505658   70.150693  115.883552
 0.129473  0.361127  0.151148 0.038936 0.034925 0.033793   80.800600   71.043590  116.790070
 0.130694  0.363231  0.150335 0.037171 0.035289 0.034953   81.163290   71.353674  117.734650
 0.128550  0.359630  0.148053 0.039005 0.036163 0.032156   81.063033   71.863411  119.145915
 0.138788  0.362060  0.153625 0.038825 0.035466 0.033764   81.535504   72.020768  119.052475
 0.137116  0.349287  0.148175 0.037504 0.034789 0.034063   82.194572   72.958331  119.806110
 0.130796  0.339583  0.158812 0.038569 0.035922 0.035544   82.859700   73.269592  121.383671
 0.137507  0.340929  0.158448 0.038979 0.034729 0.034479   83.218893   73.803498  121.489882
 0.139587  0.345414  0.167592 0.036553 0.035111 0.035363   83.278095   74.333580  122.669189
 0.137725  0.371445  0.158381 0.038406 0.037375 0.035168   83.898524   74.649641  123.592078
 0.134797  0.372339  0.163042 0.036545 0.038633 0.032970   84.492877   74.948984  123.886965
 0.136405  0.372494  0.162210 0.037483 0.035937 0.035512   85.181525   75.038013  124.295929
 0.140726  0.369930  0.164510 0.038657 0.037258 0.035421   85.369537   75.894245  125.060816
 0.140852  0.365215  0.163434 0.038957 0.036506 0.033252   85.986621   76.283625  125.476938
 0.141967  0.377728  0.166038 0.036931 0.036184 0.035736   86.615813   76.332562  126.756942
 0.139319  0.376529  0.165786 0.037131 0.038642 0.034228   87.264174   77.772532  126.878918
 0.150119  0.387671  0.165244 0.036654 0.035728 0.035547   88.197779   78.111458  128.331518
 0.149834  0.385604  0.167530 0.035935 0.033655 0.034023   88.864603   77.934266  129.101212
 0.158652  0.397925  0.171817 0.037725 0.036659 0.035158   89.506125   78.448361  129.794600
 0.153363  0.410812  0.182181 0.036896 0.037753 0.035325   89.396464   78.633276  129.414419
 0.159860  0.407183  0.176251 0.037475 0.039201 0.033902   89.584056   79.572840  130.190217
 0.162770  0.395637  0.175446 0.035927 0.035420 0.033575   90.098630   80.116759  131.078417
 0.161511  0.407058  0.177267 0.036465 0.035518 0.033435   90.584353   81.105173  131.695154
 0.162811  0.411848  0.175744 0.037169 0.037129 0.034620   90.801381   81.676255  132.020001
 0.153319  0.427905  0.177574 0.037330 0.037064 0.033376   91.967236   82.697907  132.605852
 0.166728  0.430347  0.180279 0.036248 0.035923 0.032802   91.936905   83.268692  133.447368
 0.160799  0.435180  0.178826 0.036072 0.035220 0.032426   92.790358   84.015339  134.280976
 0.167233  0.436908  0.185173 0.037528 0.035193 0.032693   93.077415   84.304047  135.733589
 0.169518  0.449655  0.180265 0.037080 0.034896 0.033897   94.071210   84.832660  136.229486
 0.168831  0.453108  0.178863 0.039766 0.035719 0.034925   94.416312   85.432059  137.443772
 0.165679  0.466060  0.178873 0.038362 0.034691 0.032508   95.486585   85.926212  138.339004
 0.157119  0.461504  0.180963 0.036033 0.034708 0.034193   95.556192   86.191426  139.259509
 0.163551  0.472668  0.183187 0.037963 0.034654 0.034579   96.186405   87.132491  139.256634
 0.159790  0.487477  0.186420 0.036484 0.035141 0.035771   97.556999   88.052843  140.458191
 0.172409  0.478619  0.184080 0.034904 0.036912 0.034921   97.578800   88.235585  140.981700
 0.168010  0.482954  0.192011 0.038745 0.035620 0.035960   97.999369   88.669499  141.824875
 0.167198  0.476421  0.187322 0.037361 0.035436 0.034753   98.538681   89.294238  142.575900
 0.166072  0.479424  0.189528 0.039185 0.034883 0.032522   98.941150   90.776710  144.001793
 0.165431  0.470223  0.183817 0.038491 0.035469 0.035724   99.568445   91.569999  145.096224
 0.168497  0.497162  0.184337 0.036925 0.033846 0.034487  100.806765   91.690358  146.334739
 0.167915  0.477750  0.182930 0.038914 0.035353 0.034928  101.511657   91.613465  146.063233
 0.168225  0.495444  0.193691 0.038377 0.033615 0.033706  102.379152   92.230524  147.802429
 0.169321  0.501430  0.189273 0.039041 0.032279 0.035429  102.978254   92.820649  148.942729
 0.168570  0.495237  0.184875 0.038195 0.037314 0.035769  103.885463   93.698094  149.774377
 0.159665  0.522436  0.183365 0.036229 0.036022 0.034509  104.588084   93.600455  152.396230
 0.162059  0.533380  0.178878 0.036462 0.033019 0.033964  105.892349   93.997760  153.385814
 0.165525  0.534558  0.189154 0.038075 0.035918 0.035184  106.631854   94.256823  154.255690
 0.171023  0.526684  0.193246 0.039839 0.033511 0.033466  106.246174   94.665308  155.171588
 0.170230  0.523608  0.194078 0.039403 0.035614 0.034443  106.815474   95.018348  155.632502
 0.182773  0.527768  0.204393 0.041365 0.034995 0.035351  107.313127   95.977583  156.438369
 0.176335  0.505490  0.197550 0.041360 0.035801 0.038465  107.269999   96.390263  158.041894
 0.172234  0.524942  0.199387 0.038963 0.037413 0.033857  108.892626   97.332849  159.010911
 0.172428  0.516053  0.201035 0.036426 0.037420 0.035148  109.303485   97.132980  160.964675
 0.166918  0.525816  0.190915 0.040512 0.037693 0.033281  110.198751   97.434215  162.129034
 0.169757  0.509237  0.195406 0.038219 0.037211 0.033357  110.535467   98.213993  162.592489
 0.182235  0.517991  0.198489 0.039797 0.036384 0.034449  110.485459   98.915116  164.022472
 0.181051  0.509432  0.199771 0.036653 0.034957 0.033052  111.268698   99.604518  164.937563
 0.171966  0.526007  0.198227 0.039136 0.035779 0.035701  111.815339   99.868053  166.193911
 0.172117  0.531584  0.195236 0.037009 0.033661 0.033931  112.734919  100.323600  165.741137
 0.173006  0.520617  0.194854 0.039584 0.034356 0.035237  112.675841  101.003369  166.587785
 0.166360  0.535011  0.204806 0.036512 0.034687 0.036615  114.583104  101.645559  166.682230
 0.175993  0.539515  0.205758 0.040372 0.033554 0.033233  116.008459  101.473767  166.701332
 0.184158  0.549377  0.197461 0.038329 0.035197 0.034975  117.279396  102.497066  168.321409
 0.185357  0.557733  0.197624 0.040719 0.036275 0.037050  118.534861  102.849913  168.491265
 0.181490  0.556359  0.200946 0.039528 0.035953 0.036799  119.422437  103.202963  168.168907
 0.190221  0.580146  0.196688 0.038920 0.035355 0.035438  119.464929  103.712972  168.718603
 0.184866  0.561906  0.200926 0.038602 0.034097 0.036080  120.176178  103.751986  169.300961
 0.192092  0.569644  0.214377 0.038934 0.036172 0.038559  120.233226  104.260619  169.917338
 0.196845  0.574412  0.207427 0.037352 0.036951 0.033678  121.264716  105.057368  171.369924
 0.196431  0.600079  0.211844 0.036254 0.035041 0.035149  121.794606  105.345926  173.169221
 0.201987  0.583477  0.207907 0.037530 0.033752 0.033610  123.102677  106.449701  174.164878
 0.212689  0.623871  0.213299 0.039360 0.037100 0.035515  123.920652  105.935997  174.631257
 0.207455  0.646849  0.212587 0.040963 0.034457 0.035749  124.737066  106.129790  174.661423
 0.211756  0.644379  0.216531 0.038661 0.034622 0.034935  125.262274  106.261803  176.730425
 0.213034  0.654974  0.214294 0.041367 0.037586 0.035895  127.012220  106.547150  178.361231
 0.215291  0.670426  0.219021 0.040236 0.036058 0.035685  127.561442  106.483383  178.850296
 0.213364  0.695118  0.216896 0.036882 0.034561 0.035309  128.403479  106.530582  180.094280
 0.219729  0.702002  0.219208 0.040255 0.035493 0.035897  129.175534  107.351524  181.748789
 0.219807  0.703005  0.225585 0.039729 0.035979 0.034885  130.535400  107.351773  181.994074
 0.222573  0.726689  0.241809 0.038637 0.036642 0.036863  131.017917  107.873167  183.133977
 0.228630  0.738367  0.242852 0.040524 0.036221 0.035794  132.472079  108.716734  182.966332
 0.228875  0.749471  0.239905 0.038479 0.034427 0.035857  133.856397  109.850824  182.901626
 0.237741  0.759084  0.246175 0.040439 0.036825 0.035792  134.369377  110.746835  184.304329
 0.243288  0.751633  0.252076 0.042323 0.036978 0.035954  135.084500  111.174202  185.169063
 0.238985  0.771075  0.254832 0.039581 0.037469 0.036112  135.399149  113.018134  185.682551
 0.244327  0.761071  0.248172 0.040405 0.037246 0.037431  136.966495  112.783231  186.777073
 0.243162  0.775950  0.252545 0.041647 0.033228 0.036527  136.793132  113.754798  188.686048
 0.247085  0.781024  0.251351 0.039278 0.033625 0.033752  138.050487  114.975178  188.453659
 0.255777  0.774413  0.251226 0.041435 0.034154 0.036083  138.847860  114.822970  188.426917
 0.252175  0.768835  0.257210 0.041207 0.035056 0.038446  140.227962  114.744289  190.234841
 0.246619  0.782230  0.254699 0.038366 0.035148 0.036126  140.490717  115.246072  190.839353
 0.250396  0.792675  0.253695 0.040239 0.037647 0.037937  140.503046  115.664223  191.980660
 0.266371  0.804757  0.262612 0.040776 0.035962 0.037941  141.206232  115.524066  193.431486
 0.275453  0.846967  0.264761 0.040658 0.035803 0.036360  141.469132  116.269415  193.691882
 0.270546  0.843802  0.262182 0.039234 0.036090 0.036997  141.975903  116.870921  194.590777
 0.271876  0.839058  0.264879 0.038893 0.037893 0.036276  142.536977  117.252754  195.341032
 0.281216  0.859412  0.275912 0.040288 0.035015 0.035708  143.578373  118.745843  195.594402
 0.280956  0.845394  0.281702 0.042496 0.036528 0.035126  144.605232  119.714805  196.887946
 0.306910  0.869070  0.273524 0.043679 0.037536 0.035897  146.042380  119.868222  199.018038
 0.296775  0.877376  0.281754 0.042949 0.035128 0.035661  146.365205  121.446551  200.240548
 0.291713  0.887384  0.293881 0.041561 0.039107 0.035244  147.246744  121.920782  200.632418
 0.298193  0.881951  0.296848 0.045670 0.036499 0.038151  148.322656  122.460190  202.508386
 0.288511  0.868301  0.303004 0.041776 0.037244 0.040490  148.827394  122.658790  203.413241
 0.287597  0.887337  0.289727 0.042282 0.035784 0.036208  148.875064  123.689759  203.956373
 0.287389  0.869463  0.304493 0.040929 0.038663 0.037344  150.483927  123.058966  205.524267
 0.296082  0.888206  0.300985 0.040824 0.037176 0.036693  150.465882  124.755885  205.762554
 0.293911  0.905608  0.297987 0.042346 0.036487 0.038820  152.115990  125.848200  208.665933
 0.280039  0.910073  0.297593 0.038358 0.035719 0.039290  153.498131  125.688668  208.391965
 0.295685  0.920353  0.305144 0.039597 0.036077 0.035865  153.939667  126.245386  208.859700
 0.291616  0.963749  0.303067 0.039110 0.035994 0.036936  154.299517  126.184852  209.937510
 0.285119  0.933395  0.309338 0.040559 0.035122 0.037029  154.379125  126.845952  210.496500
 0.293007  0.943384  0.302018 0.039495 0.035860 0.035905  155.184266  127.715061  212.139494
 0.313028  0.939903  0.307068 0.039019 0.035749 0.035484  156.004729  127.530496  212.787033
 0.302449  0.995636  0.306317 0.040770 0.037211 0.036243  156.037939  127.724430  212.915640
 0.308163  0.968190  0.311500 0.039688 0.034386 0.034505  157.174632  127.724252  213.272572
 0.307177  0.990716  0.295561 0.039364 0.036103 0.036200  157.626892  128.217191  213.442660
 0.309068  0.991172  0.306646 0.040180 0.035651 0.037143  157.254074  129.733855  215.865015
 0.309706  1.008395  0.304419 0.041231 0.038073 0.038187  156.881725  129.917613  216.549583
 0.321934  1.009972  0.308571 0.044039 0.036597 0.035593  157.436395  131.012238  218.084189
 0.311294  1.013662  0.308608 0.041893 0.037818 0.035903  157.242939  130.728186  219.553911
 0.313717  1.044522  0.313561 0.042617 0.038171 0.036932  158.073519  131.181085  220.392885
 0.322740  1.041171  0.308296 0.042483 0.035649 0.036079  158.323380  132.476920  221.457710
 0.326658  1.065542  0.309691 0.041327 0.038557 0.038307  159.528273  133.011315  221.729196
 0.328033  1.079730  0.311374 0.040784 0.035601 0.036358  159.727813  133.510943  221.743483
 0.335936  1.075925  0.332407 0.041649 0.034657 0.037288  160.480209  133.052159  223.797537
 0.332774  1.075872  0.323198 0.042177 0.039397 0.036014  161.849212  134.143347  224.730890
 0.331782  1.085334  0.325709 0.041594 0.039254 0.036323  161.757805  134.690071  224.652981
 0.328973  1.119855  0.324744 0.040701 0.035063 0.034435  162.697103  135.309637  225.900236
 0.329774  1.126814  0.323928 0.042298 0.038214 0.037123  163.744290  135.134830  226.915374
 0.327855  1.145856  0.327642 0.038499 0.037532 0.036062  164.604438  135.501967  227.548823
 0.328789  1.128895  0.328693 0.042540 0.037647 0.035017  165.453576  136.785771  229.133785
 0.331693  1.164126  0.340848 0.042118 0.038094 0.039432  166.681695  137.037120  230.473934
 0.334764  1.168919  0.335704 0.041392 0.037841 0.036260  166.214095  138.102003  231.025782
 0.342091  1.155911  0.356126 0.046418 0.039352 0.038294  168.255997  138.248575  232.379481
 0.338697  1.145529  0.342878 0.042749 0.037137 0.038255  168.835523  138.814030  232.275592
 0.343379  1.169444  0.334125 0.043522 0.037500 0.036312  170.346316  139.490268  233.399618
 0.348069  1.184265  0.345977 0.043463 0.036750 0.036771  170.854038  140.867758  234.226167
 0.356264  1.205791  0.337324 0.040193 0.036854 0.035622  171.235882  141.709397  235.326194
 0.363571  1.190982  0.334286 0.043396 0.038045 0.034997  172.478578  141.307153  235.280300
 0.372581  1.190391  0.356172 0.042253 0.038672 0.037486  173.303420  142.007562  236.883620
 0.371805  1.187070  0.348929 0.042143 0.038199 0.038886  172.366335  142.506660  238.023480
 0.366974  1.224083  0.348443 0.044669 0.038528 0.036117  173.291170  143.718004  240.097510
 0.365813  1.210609  0.359046 0.041470 0.036257 0.036330  173.822897  144.303381  241.964646
 0.370027  1.196413  0.353933 0.040711 0.035845 0.037765  173.299317  144.554954  242.495678
 0.368143  1.249298  0.357791 0.041664 0.036478 0.037365  173.656262  144.787180  244.083309
 0.382737  1.257548  0.370286 0.040119 0.036291 0.034153  175.474406  145.189429  244.919959
 0.375484  1.257006  0.367649 0.043841 0.037126 0.037819  175.757135  146.260673  245.201911
 0.394643  1.275119  0.375849 0.043679 0.036395 0.037558  175.524178  147.327092  245.799225
 0.391977  1.306131  0.363395 0.044338 0.037956 0.035763  176.299081  148.320928  247.641102
 0.386162  1.286305  0.367651 0.039961 0.037810 0.035548  177.572997  149.512090  248.904063
 0.397021  1.308350  0.369468 0.043762 0.036728 0.034464  178.414623  149.964746  250.168649
 0.400535  1.305766  0.377009 0.039602 0.035924 0.037375  178.890753  150.574790  249.826235
 0.389341  1.314505  0.379556 0.044073 0.036600 0.036518  180.733965  150.840447  251.603208
 0.407304  1.302966  0.375996 0.043789 0.038146 0.035528  182.488898  151.736879  252.120486
 0.402741  1.289202  0.385834 0.042468 0.036831 0.036360  182.359958  152.777295  253.574761
 0.398265  1.298309  0.382566 0.041135 0.038199 0.035770  183.353422  153.169334  254.473225
