0.012031 0.013819 0.011097 0.012196 0.012398 0.013901 0.032288 0.033494  0.051133
0.012429 0.012498 0.011204 0.012337 0.011446 0.014299 0.031297 0.031904  0.052991
0.012066 0.013156 0.010933 0.011939 0.011715 0.013706 0.032085 0.030597  0.052817
0.011726 0.014227 0.011176 0.011942 0.011836 0.013118 0.030453 0.032398  0.055119
0.012158 0.013484 0.011768 0.012819 0.011919 0.014437 0.030821 0.031505  0.052286
0.012817 0.014233 0.012089 0.012801 0.012540 0.014590 0.032447 0.034428  0.052971
0.011847 0.013800 0.011557 0.011441 0.012037 0.014533 0.030674 0.032269  0.050881
0.012068 0.013225 0.011131 0.011849 0.011637 0.014004 0.033403 0.030286  0.052741
0.012238 0.012969 0.011836 0.011930 0.011075 0.014849 0.031369 0.030849  0.052155
0.012087 0.014176 0.011220 0.011786 0.012183 0.014537 0.033765 0.031937  0.054022
0.011949 0.013478 0.011083 0.012223 0.012021 0.013815 0.033078 0.033857  0.054616
0.011930 0.014648 0.011405 0.011890 0.012860 0.013873 0.030967 0.034747  0.053066
0.011186 0.013886 0.011397 0.011721 0.012229 0.013504 0.030584 0.032402  0.051132
0.012417 0.014164 0.010938 0.012582 0.011687 0.013634 0.030914 0.033550  0.053391
0.011707 0.014083 0.010971 0.012001 0.011096 0.013875 0.031036 0.031698  0.050188
0.011412 0.013028 0.011212 0.011615 0.011490 0.013518 0.033309 0.031623  0.053263
0.012438 0.014526 0.010641 0.011900 0.011655 0.013845 0.031411 0.029666  0.052646
0.011525 0.014278 0.010680 0.012032 0.011561 0.013908 0.031985 0.033239  0.053070
0.011790 0.013678 0.011255 0.011940 0.011698 0.013594 0.029636 0.033347  0.053768
0.012378 0.014466 0.011093 0.012432 0.011666 0.014053 0.030335 0.031155  0.054222
0.011460 0.012460 0.010855 0.012138 0.012137 0.013617 0.031312 0.032082  0.050574
0.012050 0.012925 0.011445 0.012395 0.010856 0.013652 0.032399 0.031351  0.054226
0.011742 0.012861 0.010823 0.012393 0.011303 0.013208 0.031194 0.031518  0.052926
0.011234 0.013455 0.010486 0.011790 0.010906 0.013050 0.030288 0.032840  0.049053
0.011854 0.013210 0.009807 0.011814 0.010972 0.013063 0.031454 0.032436  0.054649
0.011750 0.013822 0.010237 0.012479 0.011596 0.013264 0.031906 0.031220  0.054363
0.010603 0.013977 0.011311 0.011459 0.012487 0.013595 0.031853 0.032703  0.054338
