0.027346 0.029021 0.020562 0.025701 0.024698 0.025103   0.131862   0.122494    0.206265
0.027735 0.030579 0.022133 0.026535 0.025612 0.025402   0.246776   0.214155    0.347821
0.028972 0.025280 0.021246 0.026033 0.022534 0.026382   0.386137   0.348803    0.562917
0.027472 0.031137 0.022076 0.026180 0.025541 0.026917   0.512487   0.579306    0.871494
0.030395 0.030804 0.021215 0.027826 0.024579 0.025901   0.665126   0.787622    1.244956
0.028252 0.034666 0.022519 0.025983 0.026676 0.027602   0.877004   0.925375    1.462497
0.027023 0.036250 0.021883 0.026367 0.026427 0.026881   1.021194   1.100354    1.722987
0.027366 0.033730 0.023683 0.025566 0.023392 0.028839   1.208667   1.248646    2.080380
0.027948 0.036182 0.021626 0.026501 0.025845 0.026732   1.412039   1.413537    2.391402
0.028444 0.033321 0.023121 0.025940 0.024169 0.026883   1.592959   1.593420    2.740953
0.027729 0.034516 0.022836 0.025369 0.023996 0.027167   1.786624   1.811120    3.102077
0.029087 0.035886 0.021691 0.024870 0.023714 0.027375   1.917567   2.028947    3.535106
0.026651 0.038520 0.023219 0.025711 0.025222 0.027079   2.087154   2.260668    4.045396
0.028103 0.036813 0.021651 0.025022 0.024660 0.026968   2.379514   2.462351    4.331447
0.028417 0.034695 0.022116 0.026460 0.025736 0.026068   2.544989   2.681411    4.834622
0.025917 0.035220 0.022901 0.025046 0.024601 0.026151   2.759732   2.892972    5.156107
0.027863 0.035061 0.021985 0.025193 0.024561 0.026807   2.903302   3.145768    5.504279
0.030075 0.036019 0.022512 0.027610 0.024456 0.026951   3.156922   3.323119    5.732897
0.026886 0.036635 0.022446 0.024607 0.024596 0.027302   3.457656   3.547951    6.191069
0.029716 0.037398 0.022653 0.027360 0.025017 0.028660   3.775490   3.693574    6.512783
0.028792 0.038258 0.025337 0.026265 0.025835 0.029233   4.095483   3.870008    6.879313
0.027495 0.034709 0.022990 0.026947 0.025260 0.027400   4.321303   4.110648    7.322716
0.030543 0.037339 0.023766 0.028580 0.024302 0.028092   4.726173   4.340015    7.870612
0.028568 0.036350 0.023331 0.026168 0.025867 0.027906   4.922894   4.559741    8.380953
