0.013543 0.014955 0.012332 0.013931 0.013270 0.015255  0.034445  0.035560  0.064649
0.013736 0.014449 0.011565 0.014306 0.012747 0.015541  0.040068  0.037995  0.075035
0.012214 0.014633 0.012163 0.012830 0.012377 0.015622  0.036636  0.035103  0.076115
0.012510 0.014375 0.011258 0.013373 0.012424 0.014621  0.042049  0.045282  0.081092
0.012978 0.015232 0.012866 0.013637 0.013235 0.015191  0.041868  0.046532  0.081984
0.013119 0.014698 0.012448 0.013553 0.013021 0.015648  0.046032  0.050969  0.086866
0.013379 0.015410 0.012264 0.013907 0.013798 0.015387  0.045022  0.051244  0.078723
0.012624 0.014649 0.012718 0.012796 0.013174 0.015571  0.042863  0.049900  0.081191
0.013912 0.014925 0.012626 0.013459 0.013079 0.014918  0.050383  0.052478  0.082551
0.013801 0.015837 0.014037 0.013850 0.012572 0.016403  0.046559  0.052417  0.089139
0.013804 0.016008 0.012805 0.013753 0.013830 0.016241  0.045809  0.056009  0.086428
0.012838 0.015549 0.013438 0.013482 0.014106 0.016733  0.049044  0.057720  0.091118
0.013314 0.014812 0.012374 0.013760 0.012280 0.015798  0.053855  0.064768  0.089598
0.012301 0.015237 0.012806 0.012860 0.013487 0.015160  0.053324  0.065348  0.090843
0.013768 0.014858 0.013303 0.013754 0.012921 0.016236  0.054080  0.063480  0.093324
0.012931 0.015752 0.012602 0.013161 0.013781 0.015532  0.051210  0.064984  0.087256
0.012497 0.014586 0.011681 0.013326 0.012524 0.015046  0.052653  0.062757  0.091094
0.013405 0.014952 0.012193 0.013417 0.013419 0.015420  0.054750  0.061321  0.090827
0.011905 0.013772 0.012633 0.013164 0.012480 0.015131  0.049500  0.060787  0.091082
0.012605 0.016343 0.011597 0.013407 0.014124 0.015422  0.053837  0.069072  0.097733
0.013639 0.015193 0.011354 0.014460 0.012764 0.014743  0.058100  0.065201  0.093787
0.013804 0.015880 0.011804 0.013963 0.013629 0.015317  0.055543  0.068876  0.090990
0.013685 0.013997 0.011890 0.013447 0.012983 0.015180  0.053571  0.062047  0.096590
0.013390 0.016401 0.012095 0.013474 0.013574 0.015053  0.054106  0.065672  0.087546
0.012734 0.015667 0.012419 0.013086 0.013485 0.015310  0.054121  0.064737  0.093433
0.012983 0.015472 0.012512 0.013635 0.013307 0.015921  0.055379  0.067223  0.108105
0.012480 0.015432 0.011514 0.013484 0.013581 0.014861  0.051723  0.062528  0.096731
0.013627 0.014625 0.011764 0.013712 0.012818 0.014938  0.056010  0.070564  0.093353
0.013108 0.016831 0.012336 0.013336 0.014058 0.015887  0.056438  0.072365  0.102129
0.013441 0.013995 0.012275 0.013302 0.012317 0.015462  0.056085  0.077826  0.121096
0.013316 0.015992 0.012414 0.013550 0.014062 0.015480  0.064480  0.087509  0.124776
0.013001 0.014300 0.011458 0.013048 0.012580 0.014509  0.073086  0.092209  0.131711
0.013438 0.015610 0.012074 0.013654 0.013355 0.015766  0.080533  0.099200  0.155437
0.013125 0.014885 0.013051 0.013605 0.013674 0.016250  0.079607  0.111086  0.145705
0.013852 0.014854 0.012587 0.013496 0.013504 0.016009  0.085515  0.101752  0.151730
0.013475 0.015851 0.011912 0.013682 0.013363 0.015753  0.090110  0.106933  0.169478
0.013477 0.014833 0.012534 0.013788 0.012948 0.015689  0.089098  0.102153  0.184233
0.013515 0.016326 0.011783 0.014189 0.013887 0.015044  0.102863  0.112569  0.176013
