0.024367 0.025986 0.019647 0.023432 0.021189 0.023363   0.085152   0.087193    0.117319
0.022782 0.024880 0.018428 0.022343 0.021523 0.023446   0.105655   0.123027    0.162196
0.022196 0.024910 0.020886 0.021649 0.021731 0.023740   0.171693   0.148151    0.284994
0.024419 0.027238 0.018754 0.022808 0.022722 0.022858   0.253959   0.225842    0.378862
0.023786 0.025321 0.018501 0.022410 0.020481 0.022671   0.325290   0.317922    0.553263
0.023185 0.023454 0.020563 0.021668 0.020686 0.024254   0.407162   0.407637    0.686280
0.023823 0.024192 0.017955 0.022790 0.020421 0.022932   0.510676   0.542771    0.808578
0.022259 0.026725 0.018604 0.022760 0.022735 0.024357   0.624254   0.606505    1.007142
0.025768 0.024765 0.019816 0.023858 0.021199 0.023954   0.745231   0.691946    1.150710
0.024122 0.027636 0.018330 0.023474 0.023042 0.022393   0.878297   0.797166    1.349235
0.021524 0.025550 0.018504 0.021165 0.022714 0.023418   1.002137   0.938981    1.582806
0.022899 0.027777 0.019171 0.021933 0.022870 0.023799   1.067220   1.052136    1.826846
0.021894 0.023780 0.019661 0.021021 0.020423 0.023865   1.199071   1.182155    2.045411
0.022472 0.026140 0.018897 0.021567 0.022257 0.023512   1.258479   1.295989    2.271163
0.023678 0.026100 0.020534 0.022117 0.021784 0.023632   1.324609   1.408620    2.477986
0.024607 0.026958 0.020406 0.023828 0.022021 0.024793   1.427319   1.482700    2.678849
0.023611 0.025719 0.020830 0.023019 0.020833 0.024953   1.550437   1.650136    2.897422
0.023544 0.027948 0.021488 0.022934 0.022512 0.024419   1.657918   1.714609    3.077069
0.024519 0.026181 0.020850 0.022818 0.021170 0.024817   1.774474   1.794606    3.243408
0.022708 0.028366 0.019263 0.021812 0.023542 0.023363   1.876602   1.917589    3.446243
0.024098 0.027133 0.020172 0.021546 0.021342 0.024870   2.089960   2.015776    3.731605
0.022532 0.028550 0.019133 0.022717 0.021732 0.022731   2.183039   2.191147    4.036439
0.023543 0.028817 0.020493 0.021367 0.021680 0.024027   2.289443   2.328245    4.251384
0.023426 0.027624 0.019609 0.022179 0.020441 0.024999   2.468175   2.469850    4.502755
0.024377 0.030477 0.021961 0.022147 0.021075 0.025291   2.563801   2.662736    4.820284
0.023159 0.029957 0.020215 0.021677 0.021408 0.025326   2.732427   2.795819    5.078993
0.022899 0.030262 0.020138 0.021845 0.022168 0.024356   2.878169   2.953074    5.444601
0.024999 0.032589 0.019621 0.023546 0.022954 0.025107   3.052913   3.105421    5.859206
0.024897 0.029883 0.021314 0.023397 0.022330 0.025179   3.233565   3.174282    6.189361
0.023949 0.029889 0.018685 0.022447 0.022215 0.022710   3.372201   3.379399    6.443852
0.024048 0.030547 0.019586 0.022553 0.021974 0.024267   3.557266   3.493063    6.710173
0.026778 0.028954 0.020574 0.024073 0.022044 0.026936   3.662442   3.646802    7.089862
0.022532 0.030079 0.020362 0.022449 0.021228 0.025290   3.819904   3.749548    7.631792
0.024734 0.029102 0.022195 0.023675 0.021171 0.024634   3.945446   3.845154    8.015782
0.024044 0.031706 0.021767 0.022522 0.022873 0.025455   4.049791   4.040099    8.258568
0.023938 0.030742 0.021042 0.023115 0.022299 0.025424   4.221543   4.123137    8.734073
0.026965 0.028823 0.020800 0.022680 0.021866 0.025483   4.411412   4.260961    8.963686
0.024199 0.033335 0.019485 0.023501 0.022840 0.023963   4.695091   4.450901    9.304176
0.024378 0.027514 0.019784 0.022892 0.021664 0.024563   4.783661   4.610281    9.835672
0.024579 0.030226 0.019469 0.023378 0.023243 0.024283   4.956343   4.780070   10.065768
0.024461 0.031445 0.020014 0.023698 0.023699 0.024669   5.086357   4.965424   10.590092
0.023012 0.029700 0.019224 0.023256 0.022621 0.024408   5.310475   5.111844   10.829501
0.023798 0.032860 0.021058 0.023283 0.023049 0.024254   5.396631   5.237092   11.135382
0.025847 0.030354 0.019575 0.023822 0.021835 0.024311   5.671453   5.371199   11.443968
0.025542 0.034376 0.020227 0.022926 0.022061 0.024134   5.709377   5.560683   11.557019
0.024647 0.032614 0.020595 0.023448 0.022800 0.024643   5.925445   5.682909   11.841189
0.023286 0.032758 0.022282 0.021681 0.022883 0.026847   5.983330   5.834503   12.238823
0.023227 0.028231 0.019921 0.021806 0.020930 0.023776   6.268564   6.040072   12.419568
0.022679 0.029362 0.019079 0.020906 0.022463 0.023034   6.431532   6.183681   12.681401
0.022408 0.026530 0.022335 0.021439 0.020849 0.026381   6.571346   6.304704   12.858101
0.022592 0.029533 0.018995 0.022433 0.021664 0.023611   6.748256   6.351589   13.253917
0.023526 0.028405 0.019269 0.022105 0.021476 0.023720   6.887116   6.566048   13.596157
0.025545 0.025887 0.021240 0.023529 0.020345 0.026930   7.035713   6.613539   13.779048
0.024730 0.026925 0.021353 0.023512 0.021163 0.025458   7.264231   6.706994   14.233840
0.023255 0.026693 0.019968 0.021928 0.020466 0.024428   7.439381   6.845002   14.466090
0.024445 0.027417 0.020460 0.025233 0.022916 0.024808   7.672628   6.981771   14.516090
