0.017748 0.019125 0.016561 0.017547 0.016836 0.019819  0.041281  0.049223   0.060910
0.015874 0.018322 0.015000 0.015914 0.015999 0.017497  0.043014  0.048904   0.058449
0.016890 0.018325 0.014096 0.016742 0.015922 0.017226  0.041571  0.050230   0.062318
0.017065 0.019919 0.014696 0.016894 0.016716 0.017720  0.046202  0.051250   0.073730
0.017410 0.018943 0.013833 0.016226 0.016106 0.017815  0.045925  0.050965   0.091453
0.017046 0.019026 0.014977 0.016965 0.016391 0.018339  0.048469  0.053481   0.089246
0.016786 0.018700 0.014748 0.016404 0.016486 0.018978  0.052418  0.050037   0.084270
0.018318 0.017782 0.014978 0.017887 0.015869 0.018260  0.049107  0.055447   0.081992
0.017145 0.017952 0.014275 0.017015 0.015676 0.018123  0.050044  0.053522   0.076763
0.017024 0.020214 0.014999 0.016899 0.016771 0.018736  0.051430  0.061900   0.080677
0.016847 0.018339 0.015577 0.016833 0.016053 0.018093  0.046786  0.051684   0.079346
0.017142 0.018916 0.014819 0.017204 0.016646 0.019189  0.060410  0.066487   0.089062
0.017308 0.018866 0.015634 0.015863 0.015519 0.018994  0.059962  0.063169   0.089531
0.015679 0.017101 0.014449 0.016794 0.016123 0.017437  0.059267  0.062463   0.083267
0.016383 0.019017 0.013927 0.016581 0.016168 0.017691  0.061627  0.069767   0.089592
0.017556 0.019357 0.015984 0.017160 0.015697 0.019456  0.071583  0.073521   0.107385
0.017408 0.019282 0.015229 0.016534 0.016150 0.017976  0.077120  0.078391   0.104094
0.017401 0.019538 0.016523 0.016752 0.016034 0.018901  0.084047  0.077620   0.126328
0.016342 0.017441 0.014465 0.016058 0.015861 0.017658  0.088808  0.085961   0.121660
0.017443 0.017550 0.014879 0.017176 0.015262 0.017854  0.093510  0.085218   0.120588
0.017481 0.017812 0.014630 0.017359 0.016217 0.017830  0.097522  0.096383   0.128437
0.016876 0.018535 0.014048 0.016328 0.016192 0.017629  0.111827  0.099594   0.127109
0.016866 0.018596 0.015578 0.016994 0.016786 0.018651  0.148853  0.097363   0.136148
0.018179 0.018990 0.014806 0.017545 0.016204 0.017718  0.151911  0.102325   0.144334
0.018095 0.017370 0.015882 0.016265 0.016123 0.019186  0.170218  0.108438   0.183318
0.018245 0.019903 0.015227 0.016295 0.016952 0.017736  0.182390  0.133691   0.203889
0.018019 0.018319 0.015049 0.017752 0.015678 0.018276  0.190759  0.138038   0.199410
