0.014265 0.017751 0.013460 0.015547 0.014895 0.016548  0.039850  0.038176   0.061639
0.014087 0.017167 0.013453 0.014537 0.013739 0.016400  0.038897  0.039710   0.062304
0.014813 0.018376 0.013783 0.015171 0.015699 0.016513  0.044744  0.045679   0.066892
0.014287 0.018158 0.013315 0.015240 0.015087 0.017769  0.044020  0.043649   0.062840
0.014671 0.017433 0.014798 0.015026 0.014656 0.017547  0.043184  0.045636   0.070378
0.014605 0.016533 0.013573 0.015479 0.014967 0.016423  0.044367  0.046064   0.066378
0.014389 0.016066 0.013060 0.014139 0.013885 0.016555  0.042543  0.041654   0.069669
0.015489 0.016531 0.013601 0.015309 0.014425 0.017477  0.045265  0.047379   0.096528
0.014321 0.017543 0.013355 0.015116 0.014937 0.017085  0.051574  0.049352   0.099089
0.015199 0.017619 0.013732 0.015599 0.014905 0.017177  0.049752  0.053175   0.104130
0.014505 0.017026 0.014023 0.014183 0.014423 0.017499  0.051814  0.049904   0.110910
0.015440 0.017415 0.014312 0.014932 0.014375 0.018019  0.054054  0.051306   0.110097
0.015296 0.016294 0.013467 0.014996 0.014597 0.017186  0.058117  0.055227   0.123703
0.014640 0.017606 0.013997 0.014693 0.014633 0.016952  0.062488  0.054134   0.123950
0.015712 0.017497 0.014591 0.014737 0.014522 0.017641  0.064127  0.061729   0.128271
0.014437 0.016858 0.013659 0.015122 0.014113 0.017501  0.068756  0.064069   0.140143
0.015812 0.017015 0.014146 0.016104 0.015112 0.017208  0.075145  0.070704   0.146797
0.014285 0.017333 0.015058 0.015027 0.015076 0.017888  0.082069  0.070619   0.164653
0.015911 0.016672 0.014052 0.016655 0.013821 0.017629  0.092598  0.071241   0.163084
0.014770 0.017391 0.014387 0.014702 0.014606 0.017801  0.090779  0.086219   0.161083
0.016009 0.016695 0.013717 0.015519 0.014966 0.016911  0.091097  0.084892   0.170647
0.016520 0.015994 0.013961 0.016432 0.014655 0.017320  0.128542  0.085830   0.187660
0.014403 0.016955 0.014134 0.015162 0.015013 0.017095  0.137484  0.093803   0.186015
0.015391 0.016737 0.013905 0.016248 0.014522 0.016679  0.144261  0.104203   0.208056
0.014950 0.016993 0.013657 0.015586 0.014103 0.017121  0.167677  0.114085   0.237380
0.015691 0.017538 0.014193 0.015683 0.014199 0.017145  0.162115  0.117820   0.239213
0.013737 0.016696 0.013314 0.014264 0.014245 0.017183  0.172771  0.122785   0.312536
0.014823 0.016904 0.014184 0.015275 0.014827 0.016725  0.181936  0.131056   0.313426
0.015261 0.017769 0.013395 0.014445 0.015301 0.016313  0.198902  0.146533   0.331734
0.014950 0.016841 0.013349 0.015359 0.014375 0.017123  0.205519  0.159319   0.326927
0.015450 0.016823 0.014275 0.015204 0.014533 0.016895  0.217978  0.168979   0.365867
0.014766 0.017368 0.013931 0.014682 0.014440 0.017711  0.239736  0.174953   0.406506
0.015381 0.016837 0.014522 0.015958 0.014073 0.017737  0.241814  0.181148   0.468183
0.013940 0.017682 0.014859 0.014529 0.014759 0.017899  0.259538  0.188827   0.515278
0.014701 0.017902 0.014427 0.015353 0.014789 0.017561  0.270928  0.197081   0.509805
0.015502 0.017077 0.014045 0.015499 0.015121 0.017602  0.287336  0.204232   0.553044
0.015931 0.016698 0.013258 0.015496 0.014484 0.017741  0.289693  0.192789   0.565790
0.014924 0.018197 0.014281 0.014698 0.014947 0.017789  0.294731  0.201283   0.600017
0.014695 0.016842 0.014412 0.014087 0.015020 0.017385  0.321933  0.203823   0.655366
0.014799 0.017720 0.013939 0.015636 0.015825 0.017478  0.327472  0.219356   0.685630
0.014590 0.016866 0.013192 0.015038 0.014122 0.016513  0.348474  0.228317   0.721201
0.014980 0.017554 0.013157 0.014448 0.015765 0.016718  0.347950  0.233377   0.785920
0.014831 0.016335 0.014156 0.014972 0.014634 0.017678  0.368128  0.241832   0.819636
0.014266 0.017402 0.013565 0.014089 0.014752 0.016968  0.380377  0.261787   0.833934
0.015716 0.017267 0.013703 0.014649 0.015396 0.017246  0.394604  0.267500   0.865696
0.015671 0.018513 0.013306 0.015231 0.015684 0.016906  0.400892  0.270889   0.891732
0.014653 0.018734 0.013266 0.014686 0.015933 0.016545  0.405880  0.281134   0.901363
