0.011948 0.013658 0.010259 0.011981 0.011900 0.013196 0.030653 0.030717  0.051741
0.011414 0.013271 0.010890 0.012048 0.011833 0.013766 0.032664 0.031751  0.051653
0.011157 0.012662 0.011147 0.011378 0.011230 0.013448 0.031406 0.031886  0.053412
0.011689 0.012501 0.010175 0.012498 0.010948 0.012925 0.030793 0.030978  0.051595
0.010792 0.013545 0.010378 0.011183 0.011898 0.013902 0.031010 0.032196  0.055491
0.011286 0.012473 0.011384 0.011677 0.011300 0.014104 0.030310 0.029245  0.054094
0.011689 0.012197 0.010805 0.011930 0.010890 0.013389 0.031079 0.028696  0.050947
0.011581 0.012577 0.010409 0.011372 0.011368 0.013133 0.032979 0.032926  0.057185
0.010792 0.012704 0.010336 0.011324 0.010972 0.013069 0.031630 0.031688  0.063989
0.011064 0.011938 0.011738 0.011357 0.010976 0.014643 0.036316 0.033117  0.065240
0.011073 0.013617 0.010592 0.011482 0.010948 0.013547 0.034885 0.034338  0.064536
0.011003 0.012757 0.010144 0.011667 0.011656 0.013492 0.032810 0.033910  0.063081
0.010680 0.013469 0.010024 0.011464 0.011514 0.013403 0.034084 0.035124  0.066814
0.011856 0.013257 0.011130 0.011826 0.011186 0.013649 0.037204 0.035476  0.061621
0.011546 0.012988 0.011181 0.011442 0.011378 0.014007 0.033909 0.037321  0.068921
0.012099 0.014802 0.011011 0.011680 0.011782 0.014086 0.035232 0.035971  0.065590
0.010966 0.013776 0.011295 0.011445 0.011966 0.013806 0.038663 0.035372  0.079680
0.011636 0.012252 0.011420 0.012250 0.011571 0.013834 0.034865 0.034417  0.081756
0.012449 0.013978 0.011811 0.012579 0.012071 0.014085 0.039181 0.037367  0.072570
0.012155 0.013679 0.010919 0.012313 0.011501 0.014178 0.042628 0.038780  0.081792
0.011791 0.014681 0.010245 0.011720 0.012424 0.013699 0.038879 0.039639  0.076903
0.011584 0.013119 0.010533 0.012485 0.011430 0.013366 0.039790 0.036634  0.069919
0.011936 0.013891 0.010430 0.012381 0.012176 0.013405 0.040319 0.038857  0.071007
0.011248 0.014397 0.011178 0.011705 0.011634 0.014120 0.043132 0.040621  0.070983
0.011853 0.013925 0.011300 0.011974 0.011185 0.014260 0.043731 0.043807  0.074750
0.011760 0.012810 0.010915 0.011198 0.011491 0.013563 0.042780 0.040045  0.076838
0.011093 0.012749 0.011440 0.012127 0.011300 0.013502 0.043738 0.040530  0.072704
0.011072 0.013183 0.010888 0.011197 0.011476 0.013651 0.043116 0.040608  0.075669
0.010525 0.012761 0.010828 0.011305 0.011195 0.013479 0.043605 0.038905  0.073669
0.011213 0.013057 0.011038 0.011469 0.011234 0.014153 0.044643 0.040952  0.079426
0.011431 0.013971 0.011664 0.012160 0.012026 0.013947 0.044238 0.043940  0.079383
0.011442 0.012599 0.011555 0.011321 0.010981 0.014216 0.044195 0.041326  0.074099
0.011016 0.013906 0.010890 0.011558 0.011664 0.013861 0.044160 0.040222  0.075821
0.011636 0.013226 0.010676 0.011558 0.011596 0.014240 0.043330 0.041803  0.075753
0.011124 0.012708 0.010509 0.011677 0.011177 0.012997 0.043836 0.041995  0.074983
0.011545 0.013272 0.011113 0.011847 0.011112 0.013071 0.041804 0.041242  0.074529
0.012088 0.013083 0.011478 0.011935 0.010749 0.014095 0.043694 0.038784  0.077047
0.011466 0.013663 0.012023 0.011414 0.011657 0.014193 0.045846 0.041783  0.077029
0.011063 0.013225 0.011590 0.011467 0.011417 0.014041 0.043887 0.042270  0.073472
0.010807 0.012829 0.010917 0.011652 0.011305 0.013588 0.042819 0.039308  0.075501
0.012083 0.013314 0.010435 0.012241 0.011884 0.013328 0.046128 0.041572  0.077161
0.011060 0.012879 0.010869 0.011339 0.011482 0.013823 0.043916 0.038299  0.077508
0.011686 0.013370 0.010969 0.011485 0.011360 0.014011 0.042653 0.044758  0.077511
0.011347 0.013414 0.010939 0.011725 0.011127 0.013485 0.045212 0.041047  0.072705
0.011453 0.013222 0.010701 0.011537 0.011383 0.013939 0.043588 0.040646  0.073265
0.011468 0.013444 0.011158 0.011890 0.011833 0.013859 0.046074 0.041839  0.076407
0.011247 0.013237 0.011471 0.011625 0.011339 0.013750 0.045405 0.041762  0.078426
0.011621 0.013588 0.011216 0.011499 0.012017 0.013687 0.043989 0.042374  0.077421
0.011275 0.012259 0.010569 0.011982 0.010744 0.013063 0.043535 0.042796  0.068292
0.011036 0.013328 0.010626 0.011295 0.011344 0.013726 0.046888 0.041645  0.081713
0.010955 0.013132 0.011149 0.011780 0.011156 0.013949 0.046252 0.041672  0.077588
0.011128 0.013122 0.010941 0.011985 0.011372 0.014005 0.042925 0.041071  0.072090
0.011422 0.013203 0.011048 0.011242 0.011473 0.014089 0.041370 0.040652  0.077902
0.011749 0.012445 0.010664 0.012245 0.011385 0.013746 0.044249 0.042041  0.075722
0.011364 0.014516 0.010979 0.011944 0.012137 0.014201 0.042848 0.042867  0.077400
0.011990 0.013891 0.012221 0.012944 0.012083 0.014503 0.046638 0.042991  0.073635
0.011231 0.012594 0.010649 0.012121 0.011486 0.013805 0.047322 0.041376  0.074351
0.011505 0.013262 0.011457 0.011884 0.012142 0.014114 0.044979 0.044620  0.076395
0.011836 0.014080 0.011142 0.012747 0.011885 0.013899 0.045874 0.040563  0.076164
0.012083 0.012831 0.011069 0.012081 0.011037 0.014059 0.041994 0.039031  0.076099
0.010911 0.012897 0.011055 0.011934 0.011665 0.013912 0.044741 0.040626  0.076381
0.011629 0.013408 0.011130 0.012182 0.011547 0.013674 0.042762 0.040467  0.075786
0.011671 0.012891 0.011081 0.011716 0.011541 0.014152 0.044168 0.041858  0.077098
