0.011973 0.013382 0.010353 0.011920 0.011395 0.012955 0.029927 0.029293  0.053243
0.010958 0.012429 0.009920 0.011234 0.010479 0.013279 0.030055 0.028086  0.051047
0.010615 0.013402 0.009274 0.011055 0.011075 0.012469 0.031100 0.028845  0.052501
0.011712 0.012525 0.009872 0.011831 0.011022 0.012670 0.030485 0.029574  0.052458
0.011592 0.012901 0.010315 0.011594 0.011201 0.012921 0.029453 0.029611  0.050581
0.012109 0.013105 0.011050 0.012211 0.011409 0.013568 0.030656 0.029294  0.048996
0.012091 0.012527 0.009895 0.012005 0.011297 0.013019 0.030508 0.029519  0.052316
0.011521 0.013895 0.010069 0.012000 0.012089 0.012772 0.031107 0.031813  0.051834
0.010468 0.011570 0.010880 0.010941 0.010347 0.013531 0.029453 0.026811  0.049943
0.010940 0.013157 0.011052 0.011313 0.011921 0.013322 0.031233 0.029033  0.051285
0.011020 0.012706 0.010178 0.011097 0.010853 0.013330 0.029478 0.030119  0.053226
0.010527 0.013428 0.010504 0.010812 0.011822 0.013142 0.028415 0.030766  0.052219
0.011026 0.013007 0.010875 0.011385 0.011377 0.013088 0.031302 0.029149  0.050524
0.010866 0.012307 0.010798 0.010900 0.011337 0.013296 0.029374 0.029876  0.054101
0.010813 0.013303 0.010956 0.011024 0.011647 0.013101 0.028462 0.030601  0.052430
0.011185 0.012788 0.010951 0.011706 0.010960 0.013176 0.029604 0.029144  0.051499
0.011102 0.013126 0.010340 0.011170 0.011992 0.013045 0.030072 0.030162  0.052653
0.011298 0.011378 0.010917 0.011609 0.010718 0.013043 0.028851 0.026775  0.050323
0.010694 0.013830 0.010796 0.010985 0.012183 0.013213 0.031143 0.030061  0.050516
0.010707 0.012262 0.010726 0.011129 0.010920 0.013659 0.031441 0.030369  0.054967
0.010681 0.014561 0.010132 0.011434 0.012339 0.013157 0.031980 0.032924  0.052942
0.010606 0.012754 0.010175 0.011107 0.011093 0.012481 0.030513 0.031120  0.063526
0.010821 0.012963 0.010198 0.011367 0.011040 0.013095 0.036975 0.031630  0.062271
0.011434 0.014188 0.010155 0.011737 0.012981 0.012761 0.036559 0.033993  0.061736
0.011584 0.012178 0.010625 0.011450 0.011184 0.013107 0.035179 0.040618  0.062558
