0.012937 0.016440 0.012549 0.014021 0.014398 0.015512  0.040535  0.040263   0.066714
0.014272 0.015017 0.012791 0.014367 0.013304 0.016087  0.044664  0.042081   0.109891
0.014067 0.015261 0.012373 0.014161 0.013096 0.015611  0.049162  0.044330   0.123001
0.014206 0.014858 0.013149 0.014114 0.012735 0.015697  0.057026  0.050246   0.122875
0.012581 0.015477 0.013131 0.013418 0.013196 0.015815  0.062843  0.053500   0.125905
0.013956 0.015214 0.013065 0.014091 0.013321 0.016302  0.073553  0.064814   0.170157
0.013923 0.014459 0.012354 0.013890 0.013127 0.016000  0.081316  0.087746   0.208145
0.013780 0.014982 0.013076 0.013567 0.013530 0.015880  0.092029  0.082402   0.202198
0.012732 0.015206 0.012228 0.013153 0.012920 0.016219  0.091784  0.088878   0.235518
0.014375 0.015913 0.013630 0.013327 0.013405 0.016715  0.098669  0.092796   0.273231
0.013728 0.015531 0.012931 0.013763 0.013258 0.016176  0.113244  0.103031   0.255653
0.013055 0.015330 0.012484 0.013566 0.013338 0.015572  0.121698  0.102428   0.278988
0.013698 0.015476 0.012356 0.013656 0.012565 0.015205  0.122591  0.105396   0.283115
0.013624 0.015597 0.012865 0.013903 0.013212 0.016831  0.138241  0.109110   0.285497
0.013215 0.015783 0.011718 0.013269 0.013712 0.016226  0.138816  0.115497   0.304842
0.012977 0.015298 0.012912 0.014070 0.013787 0.016589  0.160829  0.114343   0.315596
0.012926 0.016094 0.011723 0.014125 0.013414 0.015544  0.170784  0.120760   0.320099
0.013425 0.015999 0.012928 0.013924 0.013506 0.016271  0.166840  0.119470   0.347143
0.013416 0.015795 0.013142 0.013464 0.013483 0.016422  0.174570  0.125982   0.360828
0.013237 0.017585 0.012074 0.013500 0.014657 0.015655  0.183344  0.131360   0.401032
0.012861 0.015645 0.013275 0.013440 0.013856 0.016025  0.192259  0.142885   0.394374
0.013493 0.015518 0.013192 0.013727 0.014179 0.015878  0.197616  0.140085   0.415400
0.013849 0.015886 0.012900 0.013697 0.014327 0.015660  0.184932  0.158526   0.449878
0.013344 0.015799 0.013231 0.013515 0.014194 0.016129  0.188811  0.162673   0.460422
0.013959 0.015038 0.013258 0.013954 0.013413 0.016083  0.200470  0.160996   0.498149
0.014431 0.016461 0.012708 0.014212 0.013820 0.016054  0.219741  0.176638   0.522223
0.013645 0.015357 0.013624 0.013271 0.013784 0.016431  0.237969  0.183575   0.545915
0.013705 0.014440 0.012081 0.013205 0.013950 0.015525  0.251676  0.199721   0.619110
0.013887 0.015090 0.013897 0.013799 0.013545 0.017015  0.262056  0.200067   0.684639
0.012910 0.015258 0.013170 0.014019 0.012577 0.016149  0.270655  0.215616   0.687845
0.013794 0.014703 0.012933 0.013196 0.013381 0.016301  0.279166  0.214119   0.736506
0.013297 0.014074 0.011425 0.013779 0.012404 0.014922  0.293015  0.217299   0.759394
0.013727 0.016291 0.012764 0.014535 0.014434 0.015513  0.290460  0.233742   0.800418
0.013809 0.016238 0.012687 0.014049 0.013752 0.016281  0.318961  0.252242   0.831869
0.013529 0.016737 0.012665 0.013616 0.013802 0.015340  0.312717  0.254358   0.882107
0.013864 0.015135 0.012566 0.014008 0.014205 0.016285  0.325456  0.266547   0.911012
0.013923 0.015783 0.012486 0.013704 0.012899 0.015549  0.350641  0.277266   0.927906
0.014038 0.015127 0.012987 0.014511 0.013570 0.016374  0.360494  0.292098   0.983763
0.013977 0.015667 0.012619 0.014646 0.012879 0.015651  0.380517  0.312708   0.982131
0.013920 0.015826 0.012326 0.013889 0.013881 0.015795  0.390602  0.320525   1.022248
