0.020036 0.020838 0.018390 0.020987 0.018255 0.021707   0.055591   0.061109   0.085056
0.021341 0.021436 0.017030 0.019152 0.017970 0.020564   0.054473   0.062561   0.088064
0.018720 0.023002 0.016933 0.018985 0.019043 0.020686   0.065732   0.065693   0.115210
0.018959 0.021894 0.017689 0.018766 0.018378 0.022561   0.069005   0.079906   0.140471
0.019130 0.020057 0.016615 0.019214 0.017597 0.019938   0.081841   0.097758   0.161260
0.021509 0.020919 0.016583 0.018946 0.019764 0.020814   0.114362   0.123577   0.195026
0.021217 0.020001 0.016438 0.019733 0.017447 0.020491   0.138199   0.143286   0.265138
0.019665 0.021842 0.017392 0.019166 0.018938 0.020021   0.159287   0.170993   0.325811
0.019496 0.021031 0.016760 0.019411 0.017715 0.020808   0.174399   0.183879   0.328507
0.020497 0.021463 0.016244 0.019273 0.018629 0.021113   0.189879   0.213225   0.360141
0.019453 0.021070 0.016612 0.019677 0.018151 0.021091   0.197875   0.213682   0.372647
0.020086 0.023319 0.017581 0.019402 0.019099 0.020852   0.235384   0.238168   0.416107
0.018147 0.020932 0.015913 0.018472 0.018307 0.020592   0.224650   0.227582   0.430772
0.019228 0.021581 0.016898 0.018602 0.019178 0.021442   0.260685   0.272449   0.457412
0.018187 0.021140 0.018118 0.018896 0.018213 0.021886   0.286528   0.285952   0.493206
0.019149 0.021759 0.017884 0.019252 0.018033 0.021404   0.337620   0.294444   0.534396
0.020156 0.021680 0.017018 0.019405 0.018253 0.021262   0.360174   0.324632   0.610660
0.019301 0.021409 0.016990 0.019994 0.018915 0.021365   0.388088   0.349569   0.633260
0.019447 0.021847 0.017153 0.018570 0.018810 0.021684   0.462039   0.397288   0.755154
0.022039 0.020947 0.016376 0.020257 0.018231 0.020040   0.496160   0.431283   0.834623
0.019499 0.022619 0.016497 0.018825 0.018216 0.020943   0.535228   0.476188   0.924660
0.019972 0.021237 0.016754 0.019049 0.017664 0.020902   0.547554   0.509498   0.999154
0.020517 0.021354 0.017038 0.019379 0.018367 0.020239   0.596080   0.526831   1.071429
0.019647 0.022462 0.016088 0.019662 0.018553 0.020266   0.626941   0.568642   1.180488
0.020555 0.023913 0.016377 0.020101 0.019751 0.020890   0.675267   0.593267   1.233058
0.019846 0.022499 0.016135 0.019264 0.018706 0.020309   0.743904   0.641232   1.320545
0.019448 0.023705 0.017638 0.019826 0.019031 0.020811   0.782871   0.668953   1.433105
0.019662 0.023791 0.018773 0.018751 0.019766 0.021902   0.818582   0.710161   1.500029
0.018658 0.022070 0.017860 0.018633 0.017899 0.021516   0.892628   0.736029   1.613482
0.018737 0.022354 0.018449 0.018621 0.017684 0.022399   0.930643   0.797426   1.761884
0.019125 0.023525 0.016583 0.018514 0.018575 0.020926   0.991810   0.866748   1.875965
0.019496 0.023097 0.018203 0.019259 0.018724 0.020872   1.132496   0.927915   1.980879
0.019910 0.023207 0.017939 0.018971 0.018754 0.021476   1.167426   0.949560   2.057976
0.020112 0.022002 0.017141 0.018963 0.018684 0.020538   1.205546   1.058011   2.092608
0.019495 0.021359 0.017297 0.019333 0.017815 0.020707   1.286082   1.075898   2.174151
0.018415 0.022851 0.018024 0.018566 0.018075 0.020774   1.304703   1.131399   2.290701
0.019638 0.022539 0.016962 0.019227 0.018708 0.020599   1.321328   1.212750   2.365034
0.018838 0.023068 0.017135 0.017762 0.018714 0.021501   1.358427   1.231255   2.570097
0.019572 0.023129 0.017904 0.019106 0.018254 0.020981   1.427861   1.282388   2.666634
0.020252 0.023710 0.017856 0.019985 0.018675 0.021082   1.505607   1.341331   2.739952
0.020366 0.022695 0.018080 0.019333 0.019690 0.020514   1.540380   1.375424   2.759392
0.020581 0.022147 0.016948 0.019522 0.018640 0.021292   1.592398   1.410087   2.898189
0.019743 0.023121 0.016946 0.018899 0.018112 0.021195   1.653391   1.453136   2.972039
0.019941 0.023793 0.018784 0.019061 0.017693 0.021576   1.661887   1.493165   3.078974
