0.015826 0.018203 0.015897 0.016325 0.016390 0.018706  0.042545  0.048728  0.058778
0.015175 0.018656 0.012999 0.015458 0.015929 0.016359  0.037187  0.044586  0.058768
0.016346 0.019278 0.013788 0.016343 0.016518 0.017554  0.039807  0.048637  0.057475
0.015289 0.017512 0.014977 0.014877 0.015504 0.018854  0.038571  0.046806  0.060418
0.015924 0.018233 0.015191 0.015373 0.016019 0.017861  0.040762  0.045175  0.064813
0.016484 0.017879 0.013868 0.016728 0.015191 0.017762  0.040688  0.046951  0.061570
0.015749 0.019112 0.015086 0.015779 0.017110 0.017575  0.041257  0.052154  0.068441
0.017275 0.018458 0.015104 0.017228 0.015019 0.018144  0.044302  0.047906  0.065908
0.015563 0.017536 0.013354 0.015579 0.015511 0.016883  0.045675  0.048258  0.063678
0.016403 0.016819 0.013910 0.017048 0.014571 0.017850  0.046412  0.052606  0.071478
0.014989 0.017793 0.014158 0.015466 0.016094 0.017210  0.049395  0.055123  0.083241
0.015530 0.017007 0.014665 0.015366 0.015509 0.017602  0.046326  0.053708  0.081625
0.016405 0.018258 0.014240 0.016796 0.016336 0.017304  0.047915  0.056154  0.081596
0.015390 0.016719 0.013701 0.015975 0.015402 0.016698  0.050569  0.050570  0.080397
0.016739 0.018753 0.013586 0.016495 0.015557 0.017877  0.050832  0.052798  0.084074
0.015713 0.017363 0.014701 0.015215 0.015397 0.017945  0.052020  0.054105  0.086309
0.015629 0.016880 0.013034 0.015709 0.015245 0.017123  0.051053  0.052256  0.093425
0.015725 0.017448 0.013703 0.015466 0.014431 0.017639  0.053433  0.053629  0.091384
0.015653 0.018342 0.014242 0.015588 0.015731 0.017205  0.050560  0.057884  0.090153
0.016042 0.017196 0.013781 0.015671 0.015208 0.017808  0.052237  0.054071  0.088039
0.015888 0.017500 0.014227 0.015557 0.016119 0.017344  0.059680  0.060321  0.092977
0.015514 0.016802 0.015309 0.015176 0.014296 0.017932  0.062942  0.060585  0.097395
0.016551 0.017189 0.013924 0.016707 0.014863 0.017568  0.069519  0.063218  0.113260
0.016393 0.017334 0.014980 0.015935 0.015668 0.018336  0.066778  0.066028  0.106239
0.016628 0.017462 0.016252 0.016554 0.014989 0.019262  0.071304  0.071520  0.110737
0.016080 0.016834 0.014620 0.016109 0.015000 0.017729  0.070037  0.077133  0.111572
0.015069 0.017441 0.014713 0.015424 0.015669 0.017517  0.076743  0.080386  0.109417
0.016569 0.017461 0.014071 0.016740 0.014788 0.017972  0.071805  0.091594  0.111662
0.016071 0.017122 0.014596 0.015389 0.014903 0.018608  0.071605  0.092520  0.112403
0.016926 0.016308 0.014838 0.016706 0.014552 0.018207  0.073506  0.091320  0.137116
0.016224 0.016682 0.013542 0.016518 0.014755 0.017042  0.076664  0.094205  0.165518
0.017166 0.017092 0.014772 0.016575 0.014242 0.017114  0.071928  0.089727  0.158772
0.014993 0.017272 0.014939 0.015584 0.014929 0.017214  0.073333  0.092053  0.157869
0.016701 0.016996 0.014511 0.016775 0.014693 0.017650  0.082925  0.100421  0.190089
0.017257 0.017084 0.013577 0.016621 0.014969 0.017091  0.085359  0.100328  0.203235
0.016988 0.017058 0.014064 0.016906 0.014585 0.017828  0.099183  0.106111  0.205890
0.016904 0.018162 0.014488 0.016689 0.015737 0.018043  0.112607  0.128805  0.231545
0.017416 0.017041 0.012750 0.016862 0.014738 0.016418  0.119901  0.130674  0.245983
0.015677 0.018142 0.013929 0.015826 0.015207 0.017351  0.144697  0.147564  0.245982
0.016343 0.017265 0.013941 0.016356 0.015186 0.017310  0.139673  0.176260  0.257550
0.017489 0.018377 0.013972 0.017487 0.015568 0.017390  0.161435  0.182769  0.303072
0.016221 0.016942 0.014551 0.015402 0.014726 0.018123  0.177393  0.187738  0.330526
0.017247 0.018208 0.014943 0.016016 0.015179 0.017786  0.185705  0.202835  0.367064
0.015149 0.018110 0.015600 0.015717 0.015505 0.018766  0.189556  0.203248  0.374480
0.015684 0.016452 0.014236 0.015494 0.014620 0.017467  0.192268  0.212572  0.398282
0.016094 0.016169 0.014548 0.016391 0.014329 0.018389  0.202384  0.222393  0.423014
0.016483 0.018390 0.013629 0.016606 0.015251 0.017387  0.205320  0.219169  0.433694
0.015755 0.019148 0.014066 0.016072 0.015505 0.017471  0.212738  0.227624  0.457984
0.016701 0.016552 0.013398 0.016610 0.015071 0.017341  0.213668  0.227287  0.461073
0.015774 0.018439 0.014857 0.016282 0.016237 0.018206  0.221076  0.250555  0.475817
0.016048 0.016860 0.015342 0.015784 0.015706 0.018390  0.233989  0.248531  0.486711
0.015652 0.016479 0.014328 0.016240 0.014748 0.017754  0.238694  0.250591  0.506668
0.015092 0.017634 0.014485 0.015823 0.015570 0.017852  0.251029  0.269054  0.510563
0.016439 0.018335 0.013555 0.015791 0.016884 0.016530  0.250785  0.280423  0.524818
0.016761 0.018666 0.013934 0.016082 0.015206 0.017782  0.256636  0.282068  0.536263
0.017908 0.018716 0.013670 0.017178 0.016432 0.017329  0.261281  0.286729  0.553322
0.014882 0.017346 0.013615 0.015104 0.015485 0.016843  0.260947  0.289550  0.560082
