0.023741 0.026682 0.018400 0.022422 0.021597 0.022124   0.063694   0.072639   0.076871
0.024590 0.026473 0.018884 0.022262 0.023147 0.022733   0.085483   0.094088   0.097250
0.025322 0.025339 0.018763 0.022542 0.021582 0.023142   0.092532   0.105252   0.123062
0.024141 0.025487 0.018796 0.021822 0.021603 0.022861   0.110701   0.117301   0.148230
0.024271 0.024362 0.019118 0.023022 0.021568 0.021863   0.128447   0.140406   0.172529
0.023170 0.023792 0.020165 0.021913 0.020254 0.023157   0.140752   0.165946   0.185487
0.023183 0.024646 0.019080 0.022013 0.020390 0.023017   0.150469   0.193219   0.212749
0.025466 0.025355 0.020206 0.022035 0.020320 0.023871   0.199145   0.236256   0.238536
0.024758 0.025624 0.019256 0.021472 0.019517 0.023231   0.275287   0.273961   0.271521
0.023883 0.027240 0.020143 0.023041 0.021137 0.023490   0.313907   0.294660   0.328574
0.024846 0.027978 0.019835 0.022797 0.020512 0.024088   0.341831   0.321135   0.369736
0.023721 0.027155 0.019752 0.022546 0.020556 0.022268   0.372902   0.356027   0.452097
0.022513 0.026848 0.020085 0.022458 0.021558 0.023521   0.401743   0.381790   0.518943
0.023927 0.026705 0.017575 0.023153 0.020583 0.022294   0.463557   0.483673   0.614141
0.024700 0.030074 0.018702 0.023839 0.021343 0.022708   0.517279   0.511590   0.703518
0.024182 0.028408 0.018183 0.023069 0.021736 0.022114   0.578346   0.577001   0.823721
0.025526 0.029222 0.018716 0.023162 0.021836 0.022526   0.712859   0.629292   0.965636
0.024186 0.030466 0.018111 0.023135 0.021334 0.022940   0.772629   0.718722   1.031516
0.025844 0.029552 0.019158 0.023278 0.020472 0.023539   0.808912   0.812968   1.133749
0.026168 0.031729 0.018450 0.022177 0.022214 0.023373   0.866966   0.836984   1.206704
0.024699 0.030229 0.019839 0.022321 0.021907 0.023596   0.963028   0.911811   1.342837
0.025586 0.029851 0.019422 0.022904 0.022655 0.022506   0.988727   0.961096   1.451064
0.025025 0.031768 0.018638 0.022154 0.023661 0.022910   1.044039   0.997835   1.528318
0.026635 0.031161 0.018512 0.022004 0.021962 0.022813   1.067935   1.076378   1.578373
0.024411 0.029280 0.020192 0.022661 0.022164 0.024524   1.082165   1.149733   1.703630
0.023407 0.033543 0.019870 0.021788 0.022649 0.023518   1.139191   1.174159   1.785141
0.025697 0.030492 0.019036 0.023140 0.021675 0.023484   1.199848   1.219426   1.870082
0.023476 0.033563 0.018808 0.022142 0.023634 0.022479   1.217226   1.230684   1.952307
0.024567 0.031994 0.019706 0.021946 0.022675 0.024082   1.257393   1.287068   2.141924
0.022251 0.032016 0.019016 0.021473 0.022066 0.023990   1.299937   1.340192   2.147616
0.022988 0.029296 0.019737 0.021791 0.021660 0.022986   1.410412   1.388584   2.237284
0.022121 0.031707 0.019268 0.021825 0.021800 0.022536   1.459166   1.444641   2.314456
0.025842 0.030533 0.020847 0.022251 0.021997 0.022772   1.495579   1.485646   2.358596
0.023928 0.031927 0.020842 0.021195 0.022353 0.023355   1.532953   1.489910   2.492947
0.024936 0.030560 0.019232 0.022507 0.023081 0.023662   1.620934   1.535315   2.573216
0.025723 0.035319 0.018847 0.022646 0.022515 0.022623   1.704606   1.605753   2.694664
0.026079 0.032238 0.018629 0.023019 0.024234 0.022035   1.764815   1.681950   2.811842
0.023910 0.031827 0.018627 0.022675 0.021317 0.022682   1.820722   1.700087   2.831549
0.023842 0.031379 0.019456 0.022267 0.020221 0.022680   1.875050   1.753521   2.903027
0.024779 0.031864 0.018825 0.022249 0.021152 0.023776   1.936933   1.788789   3.058657
0.025604 0.030000 0.020332 0.022075 0.020840 0.022846   1.968876   1.814488   3.155421
0.025076 0.029369 0.018684 0.021460 0.020871 0.022392   2.014310   1.908123   3.192696
0.024550 0.030487 0.019832 0.022369 0.021467 0.023113   2.073474   2.019070   3.360660
0.026642 0.029369 0.019731 0.022986 0.022621 0.022966   2.175108   2.121440   3.443373
0.025025 0.028660 0.022035 0.023733 0.021121 0.025374   2.214024   2.140689   3.525975
0.024530 0.029865 0.020751 0.022676 0.020425 0.023971   2.312108   2.185348   3.638399
0.024758 0.028481 0.019660 0.021625 0.021300 0.023487   2.346518   2.274431   3.672804
0.025730 0.029417 0.019884 0.022722 0.020196 0.023526   2.379731   2.324966   3.802234
0.024785 0.030863 0.019404 0.023386 0.022857 0.023804   2.465823   2.356916   3.816517
0.027664 0.027752 0.018293 0.024735 0.020317 0.021949   2.547646   2.430786   4.010155
0.025802 0.029343 0.021183 0.022922 0.021193 0.024187   2.589822   2.486760   4.167936
0.026510 0.031521 0.020700 0.023670 0.021720 0.024945   2.628533   2.547332   4.206302
0.024228 0.031159 0.018394 0.022291 0.021122 0.022717   2.650829   2.566803   4.457987
0.025135 0.030258 0.020127 0.022852 0.021761 0.023013   2.747864   2.672098   4.493569
0.024794 0.028375 0.018375 0.022600 0.020735 0.022024   2.770070   2.632227   4.683313
0.024084 0.028174 0.019732 0.022540 0.019974 0.023399   2.801556   2.765531   4.810462
0.024972 0.029976 0.020580 0.022431 0.020830 0.023883   2.854088   2.788268   4.938062
0.026472 0.030581 0.019581 0.022991 0.020903 0.023001   2.953958   2.864666   4.951658
0.025954 0.029696 0.019225 0.023473 0.020888 0.022684   3.023760   2.906657   5.095507
0.023726 0.031211 0.018383 0.022553 0.020649 0.023062   3.102662   2.948351   5.105831
0.024717 0.030901 0.020527 0.022831 0.020587 0.024491   3.206018   3.004338   5.313245
0.023721 0.029274 0.019928 0.023513 0.021177 0.024371   3.269980   3.057516   5.338127
0.025060 0.030302 0.019775 0.021980 0.021422 0.023736   3.299368   3.105539   5.467773
0.022774 0.031018 0.018262 0.021733 0.020759 0.022039   3.337994   3.148957   5.545525
0.024621 0.031739 0.019098 0.022332 0.021875 0.023221   3.388706   3.217487   5.627004
0.023826 0.029756 0.018957 0.022044 0.021521 0.023524   3.415708   3.248744   5.614161
0.023328 0.028594 0.019489 0.022493 0.021101 0.022141   3.432957   3.260222   5.789012
0.024426 0.031193 0.020097 0.023343 0.021735 0.023800   3.460223   3.304612   5.859592
0.026235 0.029925 0.019970 0.022475 0.021547 0.022735   3.509273   3.344961   5.948219
0.023835 0.029770 0.019848 0.022203 0.021460 0.023323   3.575987   3.465775   5.979587
0.025396 0.031396 0.019780 0.022317 0.021360 0.022879   3.715332   3.486395   6.102264
0.023131 0.027267 0.020357 0.021365 0.020458 0.022645   3.711212   3.542479   6.213711
0.024700 0.030157 0.020099 0.022184 0.021655 0.023160   3.777811   3.578569   6.306712
0.024643 0.031147 0.019620 0.023474 0.021992 0.022717   3.750818   3.604051   6.386897
0.024498 0.030393 0.020263 0.023677 0.022487 0.024601   3.766387   3.617503   6.476043
0.024151 0.030113 0.020889 0.021985 0.020326 0.023979   3.817160   3.658207   6.496236
0.024005 0.033481 0.020113 0.023123 0.022834 0.023906   3.915122   3.614916   6.697613
0.025415 0.030883 0.019666 0.023099 0.021128 0.022604   4.040306   3.781471   6.742146
0.024124 0.033458 0.020372 0.022730 0.022289 0.024160   4.039637   3.902885   6.757901
0.023560 0.030124 0.019362 0.021686 0.021144 0.023435   4.144769   3.863277   6.815841
0.025194 0.032174 0.020817 0.023774 0.022290 0.023985   4.221756   3.992374   6.911429
0.023970 0.032432 0.019604 0.025037 0.021955 0.023073   4.290036   4.056458   7.172099
0.024486 0.032857 0.020750 0.022841 0.021429 0.024271   4.361587   4.039526   7.216369
0.025705 0.028988 0.020438 0.023964 0.021551 0.024147   4.486920   4.114709   7.240146
0.026128 0.028213 0.019697 0.022794 0.021820 0.023669   4.538073   4.191254   7.328939
0.026004 0.029170 0.019882 0.024172 0.020884 0.022830   4.691284   4.303245   7.428873
