0.015779 0.015634 0.013380 0.014772 0.013974 0.015387 0.035584 0.044075  0.041801
0.017617 0.017132 0.012473 0.015695 0.014420 0.015377 0.035723 0.042504  0.042573
0.015148 0.014850 0.012579 0.015259 0.013689 0.015454 0.035181 0.042593  0.043316
0.016441 0.015209 0.013571 0.015427 0.013882 0.015925 0.035837 0.041888  0.042409
0.015045 0.015202 0.013243 0.014738 0.013791 0.015663 0.034656 0.043008  0.043520
0.015166 0.016102 0.012708 0.014611 0.014047 0.015071 0.033955 0.040951  0.043086
0.015315 0.016100 0.013450 0.014666 0.014016 0.015254 0.033901 0.045676  0.040274
0.016396 0.016629 0.012418 0.015263 0.014064 0.015076 0.037478 0.043978  0.044892
0.016076 0.016583 0.013077 0.014373 0.013163 0.015644 0.034584 0.044048  0.041933
0.016754 0.016701 0.012976 0.015447 0.013630 0.015007 0.035395 0.042308  0.040906
0.017348 0.016784 0.013119 0.015846 0.014224 0.015779 0.036348 0.043525  0.041420
0.015334 0.016572 0.013637 0.014834 0.014446 0.015818 0.034308 0.043339  0.043945
0.016705 0.015781 0.013577 0.015394 0.014259 0.015737 0.037104 0.044090  0.044429
0.015973 0.016377 0.013050 0.014791 0.014583 0.015459 0.033307 0.044568  0.041262
0.015469 0.016374 0.012668 0.014638 0.014067 0.014795 0.035776 0.043621  0.041701
0.016490 0.015398 0.012513 0.015925 0.014195 0.015152 0.035076 0.044653  0.041557
0.014957 0.017037 0.013499 0.015086 0.014343 0.014999 0.036453 0.044299  0.041938
0.014792 0.016662 0.012064 0.013902 0.013990 0.014731 0.035074 0.043156  0.043686
0.016195 0.016878 0.013278 0.015488 0.014477 0.016191 0.036019 0.045415  0.043593
0.015898 0.016702 0.013061 0.015427 0.014268 0.015366 0.036203 0.048101  0.041779
0.016514 0.016420 0.012364 0.015405 0.013772 0.014996 0.034786 0.047470  0.043830
0.015210 0.015790 0.013680 0.014006 0.013761 0.015351 0.034464 0.045059  0.042084
0.015204 0.015552 0.013245 0.015028 0.014373 0.015713 0.036333 0.047856  0.044442
0.015704 0.016751 0.012564 0.014408 0.014813 0.015288 0.035327 0.046488  0.043200
0.015638 0.016473 0.013026 0.014141 0.013110 0.015582 0.035072 0.044737  0.044010
0.015069 0.017271 0.013409 0.014773 0.014191 0.015587 0.035791 0.050713  0.044250
0.015013 0.016684 0.012761 0.014235 0.013978 0.015864 0.033447 0.043551  0.041936
0.014995 0.017269 0.012093 0.014152 0.014510 0.015224 0.035860 0.046171  0.045150
0.016423 0.016079 0.012993 0.015539 0.014043 0.016038 0.037107 0.041652  0.044788
0.015994 0.017151 0.012420 0.015192 0.014792 0.015518 0.034004 0.046442  0.042555
