0.029492 0.031345 0.021938 0.029327 0.026754 0.028677    0.167237    0.176133    0.194223
0.031792 0.035201 0.024436 0.030596 0.030239 0.028519    0.353202    0.330350    0.461410
0.032076 0.033312 0.024078 0.030082 0.028331 0.029424    0.574500    0.543261    0.747944
0.030175 0.032413 0.025546 0.027520 0.027637 0.029331    0.817591    0.787624    1.153098
0.033679 0.036562 0.026811 0.031381 0.029634 0.029403    1.077856    1.031762    1.571105
0.035505 0.036195 0.023208 0.032169 0.028649 0.027766    1.330390    1.404923    2.080693
0.032068 0.035476 0.023495 0.029120 0.025734 0.028180    1.640857    1.669032    2.499930
0.034236 0.039162 0.022959 0.031864 0.029135 0.027617    1.940485    1.977233    3.049529
0.035743 0.045084 0.026081 0.029665 0.028557 0.028868    2.236234    2.273323    3.566299
0.036207 0.042183 0.025045 0.031215 0.029102 0.030373    2.517445    2.575958    4.186689
0.035474 0.053006 0.025733 0.030616 0.029698 0.029063    2.850476    2.923164    4.740605
0.034635 0.051618 0.023805 0.030795 0.030649 0.028667    3.219726    3.119317    5.139424
0.035023 0.051476 0.026373 0.031482 0.029723 0.030045    3.544031    3.394928    5.819509
0.035907 0.045181 0.022659 0.031077 0.027358 0.027560    3.865996    3.753523    6.388272
0.034239 0.055153 0.025500 0.028556 0.029604 0.028731    4.326862    4.129942    6.917535
0.034123 0.053360 0.023927 0.028729 0.028610 0.028866    4.549902    4.374255    7.428728
0.033506 0.055555 0.023759 0.030908 0.029371 0.030133    4.869858    4.669016    7.813229
0.038390 0.055616 0.025576 0.031889 0.028331 0.029388    5.295377    5.138507    8.249755
0.032280 0.050970 0.022729 0.031374 0.028473 0.028548    5.659284    5.502812    8.676724
0.032574 0.050631 0.023597 0.027846 0.028121 0.028139    6.023482    5.768498    9.143437
0.033864 0.051890 0.025019 0.030659 0.027826 0.028652    6.231500    6.148941    9.306223
0.036743 0.048739 0.025079 0.034133 0.028316 0.029986    6.600342    6.616808    9.850087
0.036590 0.050627 0.022217 0.031148 0.027588 0.028955    6.974177    6.950222   10.591091
0.033524 0.053016 0.023254 0.030128 0.028922 0.027907    7.185688    7.518072   10.965509
0.035949 0.049593 0.023444 0.030709 0.028374 0.028488    7.628086    7.740256   11.508878
0.032700 0.045638 0.024653 0.028955 0.028345 0.029279    7.991862    8.200260   12.219675
0.033945 0.047932 0.023296 0.031375 0.029924 0.029149    8.326614    8.575787   12.536515
0.035914 0.049820 0.026039 0.031959 0.029173 0.030104    8.732738    8.713959   12.973897
0.035955 0.043460 0.024816 0.031605 0.028634 0.030021    8.963261    8.929175   13.479609
0.032454 0.045082 0.024237 0.029403 0.028584 0.028937    9.520756    9.265505   13.850209
0.035448 0.044792 0.025746 0.028995 0.028608 0.029790    9.761300    9.692136   14.110628
0.034248 0.045851 0.025533 0.030873 0.030647 0.030611    9.998987   10.154647   14.622548
0.037646 0.054023 0.025796 0.033119 0.032192 0.031267   10.602524   10.322126   15.402077
0.032974 0.053004 0.023467 0.030026 0.028536 0.028561   10.754609   10.824057   15.485464
0.032484 0.054271 0.026970 0.029983 0.028791 0.030423   11.256582   11.030736   16.088418
0.035479 0.051891 0.022898 0.030985 0.029894 0.028893   11.531275   11.276505   16.466467
0.035000 0.055015 0.023362 0.031203 0.030380 0.029753   11.960080   11.713620   16.836829
0.034509 0.056313 0.025251 0.029243 0.030243 0.028607   12.424453   11.931991   17.394943
0.033852 0.056232 0.026065 0.031744 0.028570 0.031125   12.689277   12.367522   17.918703
0.035789 0.059962 0.027685 0.032228 0.027296 0.031304   13.185806   12.808634   18.502529
0.034548 0.057293 0.024610 0.031318 0.029318 0.029137   13.425809   13.046575   19.400540
0.037485 0.058566 0.023128 0.030922 0.030255 0.028136   13.950735   13.273918   19.665333
0.034594 0.055695 0.024692 0.031044 0.028373 0.029170   14.242489   13.603760   20.139310
0.035169 0.058688 0.024421 0.030270 0.029173 0.030191   14.733897   13.894525   20.912192
0.036234 0.054050 0.026386 0.031795 0.029674 0.030712   15.052046   14.432580   21.564249
0.032757 0.062321 0.027011 0.030191 0.028173 0.031937   15.422758   14.657839   22.291667
0.034981 0.058857 0.025405 0.030100 0.030098 0.031264   16.048281   15.068473   22.875590
0.033281 0.058197 0.028257 0.030648 0.031609 0.032652   16.241551   15.329793   23.712923
0.034496 0.053654 0.027157 0.029742 0.029015 0.031551   16.832440   15.741250   24.046678
0.035015 0.055190 0.026029 0.028969 0.029300 0.030955   17.023702   16.132652   24.806929
0.034235 0.055390 0.023001 0.031616 0.027619 0.027847   17.503806   16.427398   24.937913
0.031622 0.056452 0.024823 0.029292 0.027692 0.028610   17.644102   16.660862   25.376434
0.036192 0.054147 0.026971 0.030031 0.027121 0.031371   18.249215   17.165108   25.888586
0.035818 0.058372 0.025372 0.030692 0.028899 0.029792   18.735046   17.347393   26.649185
0.035515 0.059302 0.024503 0.031143 0.027752 0.029978   18.919188   17.440416   27.090187
0.037122 0.061886 0.026085 0.030912 0.030096 0.029749   19.198611   17.681337   27.644495
0.038128 0.060670 0.025696 0.030025 0.028388 0.030287   19.512674   17.943418   28.055506
0.036736 0.059805 0.026964 0.032863 0.029448 0.030670   19.968932   18.036849   28.893239
0.035816 0.057577 0.024327 0.030547 0.027319 0.027578   20.244193   18.463632   29.538694
0.035759 0.067911 0.024358 0.031271 0.029510 0.029043   20.709302   18.771719   30.265097
0.034553 0.068251 0.026672 0.029777 0.028148 0.030305   21.035220   19.090700   30.749238
0.038675 0.070421 0.027189 0.030851 0.030761 0.030204   21.522321   19.622985   31.462534
0.035376 0.073195 0.026656 0.031230 0.029262 0.029208   21.824392   20.216624   32.198530
0.040230 0.070049 0.025427 0.032444 0.030296 0.029634   22.451344   20.390922   32.813507
0.037550 0.074254 0.027022 0.029829 0.029254 0.030491   23.210771   20.999686   33.367843
0.040089 0.072080 0.027057 0.030833 0.027209 0.030440   23.545400   21.283556   33.926529
0.040537 0.077249 0.026002 0.032851 0.030793 0.029584   23.922404   21.607894   34.804979
0.037929 0.075364 0.025808 0.031532 0.030921 0.030068   24.393219   21.994294   35.640971
0.037479 0.073862 0.024070 0.030757 0.029511 0.029726   24.713693   22.382029   36.373649
0.036992 0.083697 0.028202 0.031595 0.031520 0.031352   25.317201   22.722077   37.258528
0.037061 0.082044 0.026466 0.030597 0.031909 0.030848   25.532764   23.117172   37.852925
0.037455 0.096018 0.027550 0.033156 0.030321 0.032676   25.958084   23.709588   37.996045
0.036724 0.094632 0.027783 0.031843 0.030269 0.031444   26.096924   24.035585   38.197487
0.035379 0.099586 0.030557 0.030081 0.033128 0.031545   26.638406   24.446302   38.986249
