0.016138 0.018748 0.015037 0.017009 0.016424 0.019073   0.045601  0.051026   0.068410
0.016302 0.018905 0.015342 0.017008 0.016623 0.019103   0.049738  0.052676   0.066893
0.016697 0.018525 0.014174 0.016778 0.015726 0.018411   0.050630  0.053730   0.075001
0.016978 0.017231 0.013990 0.016099 0.015639 0.016991   0.056235  0.058992   0.079125
0.016700 0.018795 0.014043 0.017162 0.016581 0.017941   0.057271  0.059857   0.082554
0.016596 0.018598 0.015078 0.016259 0.016093 0.018914   0.064249  0.058655   0.102320
0.015515 0.018875 0.015271 0.016202 0.016269 0.017888   0.056502  0.065068   0.111428
0.016674 0.016729 0.014612 0.016117 0.015069 0.018214   0.057725  0.056538   0.119121
0.016322 0.019022 0.014315 0.016336 0.015844 0.018663   0.064812  0.064593   0.119529
0.017463 0.018327 0.014229 0.017149 0.016164 0.018684   0.068935  0.059582   0.141696
0.018201 0.018768 0.014565 0.017687 0.016207 0.018910   0.074865  0.069505   0.172792
0.017003 0.018909 0.014551 0.016880 0.016375 0.017769   0.075044  0.074595   0.184918
0.017280 0.019310 0.013602 0.017685 0.017045 0.017521   0.078481  0.103236   0.195723
0.017419 0.017704 0.014874 0.017481 0.015370 0.018228   0.109567  0.104616   0.214184
0.016926 0.018678 0.015070 0.018185 0.017206 0.018267   0.104554  0.110363   0.229754
0.016944 0.018873 0.015099 0.017449 0.016893 0.018628   0.125442  0.108638   0.258369
0.018412 0.020135 0.015337 0.019491 0.016730 0.018355   0.132492  0.124984   0.276038
0.016126 0.018614 0.015823 0.015815 0.016313 0.019197   0.136062  0.130991   0.309967
0.018645 0.017736 0.015575 0.017858 0.016941 0.019922   0.146202  0.129234   0.368080
0.016287 0.019113 0.015296 0.016664 0.016693 0.018529   0.141281  0.137928   0.364140
0.017353 0.018791 0.015511 0.017155 0.016199 0.018870   0.152808  0.161024   0.372297
0.015807 0.019977 0.015538 0.015887 0.016938 0.018796   0.174654  0.187474   0.356224
0.017091 0.020335 0.015501 0.017111 0.017248 0.018943   0.183407  0.188854   0.404215
0.015524 0.018933 0.015879 0.016214 0.017032 0.019444   0.192253  0.184491   0.440521
0.016835 0.019944 0.015602 0.016910 0.016735 0.019106   0.204650  0.203086   0.473812
0.016776 0.020547 0.015217 0.017417 0.018316 0.018670   0.205960  0.222058   0.509524
0.017603 0.017346 0.016405 0.017741 0.016265 0.018524   0.210487  0.214221   0.533878
0.016017 0.019547 0.014687 0.016984 0.017374 0.018561   0.206954  0.227585   0.541343
0.018481 0.019963 0.013353 0.018117 0.016898 0.018502   0.231296  0.233549   0.574888
0.017383 0.019828 0.015864 0.016826 0.017000 0.018983   0.233308  0.224866   0.602285
0.017861 0.019395 0.014174 0.017893 0.016081 0.017383   0.250750  0.264275   0.665496
0.017656 0.019027 0.014324 0.016501 0.017174 0.017602   0.266576  0.284228   0.699280
0.018425 0.019194 0.014485 0.017876 0.016095 0.018867   0.280514  0.291810   0.708237
0.016548 0.019478 0.013723 0.016268 0.016595 0.018560   0.301331  0.307993   0.745742
0.018910 0.019296 0.014193 0.018476 0.016875 0.018532   0.321538  0.314758   0.803387
0.016326 0.018639 0.014612 0.016668 0.015742 0.018506   0.340299  0.340222   0.837279
0.017919 0.018716 0.014432 0.017777 0.015930 0.018621   0.358094  0.364863   0.905460
0.017046 0.019608 0.014897 0.017234 0.017084 0.018354   0.377476  0.375775   0.920057
0.018230 0.018719 0.014180 0.017098 0.016067 0.017727   0.415897  0.402626   0.995079
0.016279 0.018736 0.014974 0.016765 0.015116 0.018211   0.449508  0.411729   1.017413
0.016951 0.017728 0.014827 0.016830 0.015493 0.017898   0.464338  0.418988   1.051600
0.016410 0.018069 0.014144 0.016837 0.016423 0.017558   0.523023  0.454467   1.111366
0.018544 0.019548 0.015152 0.017955 0.016661 0.018453   0.536629  0.479787   1.186837
0.016104 0.018571 0.014846 0.016677 0.015808 0.018394   0.558529  0.507770   1.220234
0.017032 0.017780 0.014747 0.018000 0.015561 0.018386   0.597031  0.508046   1.254004
0.016938 0.019807 0.015331 0.015668 0.016680 0.018433   0.608706  0.521475   1.290623
0.017867 0.017718 0.015356 0.017641 0.015805 0.018067   0.629115  0.553355   1.314742
0.016609 0.018688 0.015247 0.016566 0.015731 0.018259   0.652612  0.540903   1.369851
0.017577 0.019347 0.014901 0.017615 0.016213 0.019515   0.686331  0.563120   1.407217
0.016061 0.018728 0.015835 0.016882 0.016591 0.018718   0.693359  0.561652   1.416322
0.017897 0.019017 0.014903 0.017603 0.016339 0.018167   0.711692  0.586949   1.496158
0.016465 0.018426 0.015560 0.017508 0.015777 0.019463   0.733067  0.574169   1.530716
0.017389 0.018154 0.016027 0.017427 0.016515 0.019295   0.722543  0.601830   1.655541
0.016711 0.018043 0.015615 0.016294 0.015603 0.018842   0.777759  0.604231   1.687815
0.017661 0.019258 0.015111 0.017238 0.017502 0.019262   0.759701  0.621351   1.698119
0.016858 0.017627 0.014401 0.016493 0.016433 0.019251   0.782420  0.646765   1.733924
0.016849 0.019262 0.013463 0.015820 0.016704 0.017687   0.822917  0.699180   1.816006
0.016673 0.017828 0.014646 0.016815 0.016101 0.017306   0.846821  0.719182   1.808510
0.016011 0.019517 0.015790 0.015999 0.016244 0.018166   0.872018  0.763302   1.910388
0.017509 0.018862 0.016009 0.017387 0.016381 0.019672   0.900249  0.810989   1.949742
0.016977 0.019187 0.014381 0.016923 0.016341 0.018261   0.908155  0.794094   1.989899
0.016799 0.019781 0.015637 0.016162 0.016970 0.018330   0.938348  0.835792   2.072186
0.016224 0.019381 0.014865 0.015943 0.016301 0.018263   0.963881  0.839617   2.134935
0.017092 0.018889 0.014793 0.016700 0.017675 0.018273   0.997243  0.873064   2.225842
0.016883 0.019284 0.015291 0.016563 0.016035 0.018954   1.000118  0.926453   2.221288
0.017534 0.020058 0.014985 0.017823 0.017214 0.018901   0.990642  0.975129   2.303784
0.016412 0.017206 0.015061 0.016519 0.016772 0.018589   1.012312  0.982796   2.320513
0.016541 0.018283 0.014964 0.016669 0.015881 0.018070   1.068499  1.058315   2.431301
0.015972 0.018601 0.014425 0.015847 0.016390 0.018202   1.076120  1.023309   2.483127
0.016473 0.019473 0.015167 0.015863 0.016551 0.019040   1.099430  1.050077   2.508001
0.017185 0.018324 0.016045 0.016837 0.015648 0.019161   1.118386  1.110392   2.712596
0.016799 0.018313 0.015124 0.017205 0.016022 0.018727   1.149383  1.114974   2.720962
0.016757 0.020038 0.015236 0.017984 0.016545 0.018926   1.204852  1.164375   2.784148
0.017365 0.018440 0.014927 0.016272 0.015990 0.019139   1.227563  1.192051   2.825063
0.016728 0.019264 0.015067 0.017274 0.016037 0.019174   1.243355  1.249662   2.978877
0.016008 0.018391 0.015832 0.016813 0.016213 0.018316   1.264772  1.275975   2.978732
0.017484 0.018824 0.015460 0.017631 0.016796 0.018954   1.264194  1.273661   3.007162
0.016458 0.019309 0.015339 0.016428 0.016851 0.017749   1.271752  1.283901   3.112649
0.016784 0.019929 0.015564 0.017215 0.017494 0.019172   1.321053  1.377217   3.150975
0.017527 0.019235 0.016751 0.017411 0.017881 0.020205   1.328765  1.392029   3.203159
0.015815 0.018106 0.015369 0.016147 0.015908 0.018842   1.340525  1.420163   3.281844
0.015818 0.018026 0.015166 0.015928 0.015501 0.018217   1.365397  1.432665   3.330669
0.016060 0.019358 0.015056 0.016208 0.017137 0.019130   1.415915  1.498911   3.377764
0.018121 0.018616 0.016373 0.017483 0.015803 0.019456   1.443939  1.565757   3.453120
0.015790 0.018933 0.015822 0.016238 0.016381 0.019538   1.426520  1.573103   3.521894
0.016896 0.019382 0.015721 0.016486 0.016642 0.019110   1.476380  1.567415   3.530056
0.016633 0.018674 0.015184 0.016155 0.016190 0.018969   1.517825  1.600574   3.641534
0.016687 0.019466 0.014595 0.016678 0.016647 0.019177   1.552264  1.638673   3.699939
0.017434 0.019430 0.014906 0.016683 0.016525 0.018764   1.565627  1.668966   3.788476
0.016588 0.018644 0.014128 0.017118 0.016515 0.017993   1.600118  1.694221   3.949543
0.016724 0.018130 0.014915 0.016848 0.015300 0.017635   1.611461  1.726671   3.945538
0.016820 0.019275 0.014544 0.016414 0.017224 0.018974   1.646910  1.752684   4.013123
0.015942 0.019283 0.015095 0.016359 0.017141 0.018603   1.661196  1.750057   4.077828
0.015740 0.018415 0.015569 0.016411 0.016121 0.019428   1.669451  1.768412   4.110226
0.016654 0.019323 0.016602 0.016854 0.016509 0.019566   1.697309  1.848227   4.172549
0.016314 0.018949 0.015174 0.016156 0.016500 0.019416   1.723046  1.874465   4.202720
0.017060 0.019103 0.015045 0.016580 0.015619 0.018943   1.712807  1.877692   4.274765
0.016606 0.018166 0.015863 0.016752 0.015625 0.019324   1.754056  1.877424   4.303347
0.016423 0.018910 0.016016 0.016759 0.016532 0.018271   1.786350  1.870277   4.310334
0.016563 0.017210 0.015689 0.015817 0.015737 0.019786   1.802311  1.898622   4.377209
0.016505 0.016830 0.014650 0.016839 0.015323 0.018067   1.871262  1.948594   4.369452
0.016556 0.018440 0.014610 0.016846 0.015325 0.018461   1.885914  1.937374   4.460228
0.016327 0.019723 0.015892 0.017052 0.016738 0.020258   1.879351  1.987970   4.487625
0.016698 0.018903 0.015477 0.015939 0.015399 0.018600   1.866833  2.015155   4.517567
0.016774 0.019371 0.017111 0.016755 0.017141 0.019314   1.906817  2.050651   4.546689
0.016221 0.018360 0.015264 0.017168 0.016224 0.017993   1.922235  2.059718   4.612284
0.015835 0.020625 0.015481 0.016287 0.017917 0.019294   1.967828  2.094259   4.615370
0.015665 0.019395 0.015706 0.016090 0.016227 0.019070   1.988943  2.091932   4.749906
0.016595 0.019388 0.015670 0.016743 0.017194 0.019582   2.006129  2.173300   4.751784
0.015279 0.017365 0.014913 0.016424 0.015144 0.019348   2.038210  2.195520   4.819521
0.015776 0.019820 0.015233 0.016255 0.016991 0.018761   2.059439  2.234158   4.884607
0.015962 0.018544 0.014294 0.016250 0.016166 0.018592   2.072188  2.231699   5.022815
0.015545 0.018799 0.015923 0.015233 0.016133 0.019181   2.135742  2.271833   5.009984
0.016103 0.019193 0.016622 0.016500 0.016646 0.019526   2.141848  2.335864   5.175952
0.016327 0.019375 0.015252 0.016137 0.016354 0.018472   2.190852  2.342186   5.214846
0.015729 0.018378 0.014521 0.016163 0.015479 0.017669   2.261588  2.358054   5.290726
0.017062 0.019885 0.014034 0.016686 0.016522 0.017234   2.309157  2.395533   5.375261
0.018272 0.019247 0.014413 0.016399 0.017145 0.018095   2.319496  2.450501   5.403332
0.016584 0.019802 0.014398 0.016721 0.016472 0.018416   2.361154  2.463982   5.437515
0.018096 0.019941 0.015149 0.017966 0.017766 0.018586   2.370051  2.485690   5.517146
0.016547 0.020081 0.015634 0.016540 0.017325 0.018110   2.406717  2.538641   5.579422
0.017786 0.020148 0.015198 0.017268 0.017797 0.019016   2.424540  2.546536   5.570565
0.016655 0.019840 0.014849 0.016865 0.017171 0.018559   2.443389  2.579128   5.675456
0.017018 0.020416 0.013650 0.017454 0.017070 0.017672   2.479319  2.638749   5.770084
0.017639 0.017924 0.014655 0.017138 0.016375 0.018525   2.524032  2.642629   5.738840
0.017851 0.019507 0.014787 0.017263 0.016827 0.018392   2.546193  2.726574   5.775287
0.016689 0.017925 0.014865 0.017092 0.015579 0.018695   2.574582  2.760360   5.836546
0.017086 0.018947 0.013438 0.017432 0.015925 0.017938   2.596679  2.743095   5.843650
0.016472 0.018448 0.014730 0.016594 0.015950 0.018956   2.625808  2.746391   5.873076
0.017748 0.019484 0.014431 0.017106 0.016532 0.018109   2.632818  2.792558   5.894090
0.016823 0.019762 0.015098 0.017150 0.016336 0.019263   2.679723  2.826471   5.904730
0.017559 0.020163 0.015112 0.017512 0.017117 0.019273   2.679650  2.842856   6.038173
0.015677 0.018755 0.014500 0.015937 0.016384 0.018863   2.714916  2.911704   6.108928
0.017610 0.019035 0.013886 0.018138 0.016009 0.016652   2.748278  2.928671   6.158556
0.016149 0.017496 0.015496 0.016470 0.015838 0.018268   2.764094  2.933554   6.198361
0.018057 0.018446 0.014083 0.017075 0.016070 0.017170   2.775769  3.008397   6.307777
0.016684 0.017726 0.015283 0.016607 0.016022 0.019040   2.752921  2.990556   6.344556
0.017624 0.018668 0.014729 0.017015 0.016328 0.017989   2.780002  3.011039   6.377912
0.016429 0.018746 0.015086 0.016147 0.016366 0.018057   2.810559  3.065343   6.395675
0.017815 0.018721 0.014785 0.016895 0.016503 0.018695   2.813106  3.028770   6.497159
0.017002 0.018951 0.015303 0.016887 0.016425 0.019362   2.820890  3.103723   6.576197
0.015316 0.018131 0.015193 0.015964 0.016576 0.019992   2.842450  3.098068   6.637964
0.016163 0.018687 0.015392 0.016469 0.015983 0.019789   2.821751  3.073221   6.617808
0.016766 0.019554 0.015287 0.017094 0.016633 0.018611   2.899175  3.141159   6.611486
0.016585 0.019291 0.014858 0.016571 0.016701 0.018129   2.896310  3.129978   6.686156
0.017697 0.019903 0.015645 0.016790 0.016252 0.018575   2.903319  3.165501   6.663737
0.016206 0.018533 0.016367 0.016546 0.015983 0.019744   2.916832  3.195427   6.711398
0.017165 0.019119 0.016383 0.016830 0.016683 0.019587   2.975656  3.209712   6.791569
0.016309 0.018874 0.015119 0.016158 0.016918 0.018935   2.987590  3.212161   6.860108
0.017670 0.019716 0.014041 0.017515 0.017309 0.018516   2.977153  3.247549   6.873877
0.016538 0.017822 0.015502 0.016871 0.015304 0.019447   3.010325  3.305074   6.943911
0.016919 0.017639 0.015162 0.016189 0.016274 0.019168   3.017563  3.286559   6.955877
0.016948 0.017631 0.016093 0.016793 0.015839 0.018932   3.021824  3.281694   6.948640
