0.018357 0.020926 0.015919 0.018114 0.017890 0.019035   0.044984   0.049694   0.066464
0.016072 0.018633 0.014151 0.017093 0.017102 0.018063   0.054239   0.055091   0.078355
0.018048 0.018976 0.014520 0.017746 0.016469 0.018474   0.058094   0.058885   0.108633
0.017486 0.018261 0.016416 0.017436 0.016213 0.019735   0.062243   0.058894   0.130029
0.017425 0.019539 0.015439 0.017137 0.016879 0.020155   0.089750   0.078530   0.185807
0.016745 0.019045 0.014967 0.016804 0.017140 0.019474   0.104363   0.079610   0.188873
0.018639 0.020164 0.016114 0.018491 0.017529 0.019773   0.122056   0.099443   0.229332
0.017420 0.018910 0.015097 0.017445 0.016768 0.018310   0.149372   0.111681   0.251058
0.016479 0.020639 0.015449 0.017116 0.018141 0.019411   0.142210   0.116262   0.291530
0.017389 0.020344 0.015553 0.016773 0.016769 0.019797   0.185783   0.130273   0.330448
0.017597 0.019050 0.015637 0.017209 0.016995 0.018938   0.203449   0.157509   0.381059
0.017876 0.021137 0.016223 0.017439 0.017192 0.019353   0.232496   0.180167   0.412873
0.017665 0.020668 0.016299 0.017893 0.018246 0.020377   0.254474   0.204348   0.495691
0.017079 0.021015 0.015317 0.017322 0.018767 0.020334   0.277994   0.219143   0.545276
0.017330 0.019746 0.016931 0.016619 0.016220 0.020801   0.296120   0.217085   0.567980
0.017673 0.020964 0.015223 0.016850 0.018645 0.019073   0.314199   0.247020   0.604760
0.017598 0.019768 0.016155 0.017521 0.017922 0.019671   0.352908   0.232002   0.610705
0.017617 0.020609 0.016142 0.017546 0.018035 0.019088   0.370387   0.288289   0.660665
0.017328 0.020205 0.015270 0.016667 0.016993 0.019748   0.381024   0.279014   0.663746
0.017973 0.020064 0.014919 0.017941 0.017910 0.019436   0.410268   0.272739   0.701235
0.017403 0.019929 0.016738 0.017998 0.017129 0.019923   0.451302   0.320209   0.727806
0.017426 0.020740 0.016410 0.017636 0.018155 0.019994   0.481101   0.347315   0.760585
0.017435 0.019008 0.016088 0.017176 0.016170 0.020027   0.476834   0.377570   0.826515
0.018025 0.019461 0.016423 0.017449 0.017230 0.019470   0.529354   0.391210   0.834511
0.018806 0.018815 0.014818 0.017715 0.016620 0.018558   0.572104   0.416437   0.872459
0.017107 0.020150 0.016538 0.017652 0.018132 0.019804   0.579039   0.456208   0.922262
0.017411 0.018934 0.015736 0.017535 0.016451 0.020157   0.643331   0.469606   0.997793
0.017722 0.019828 0.015937 0.018067 0.017869 0.018764   0.677303   0.493192   1.072241
0.017388 0.020161 0.016679 0.017352 0.017316 0.019224   0.698179   0.531090   1.169214
0.018095 0.020893 0.016495 0.017870 0.018230 0.019484   0.733871   0.541221   1.288608
0.016704 0.020159 0.016489 0.017465 0.016886 0.020152   0.748015   0.581397   1.381743
0.017093 0.021231 0.016399 0.016656 0.019440 0.019566   0.768495   0.614286   1.416383
0.018324 0.020051 0.016329 0.018191 0.017143 0.019091   0.810942   0.646988   1.532958
0.017901 0.019424 0.014482 0.017817 0.018543 0.018200   0.815762   0.662321   1.553601
0.017598 0.019782 0.016163 0.017422 0.016910 0.019254   0.849746   0.709022   1.622000
0.016758 0.022876 0.015524 0.017139 0.019601 0.018976   0.878498   0.729036   1.676721
0.018442 0.018457 0.015688 0.018142 0.016964 0.019341   0.904497   0.753137   1.773739
0.017214 0.021464 0.016254 0.017515 0.018775 0.019958   0.909198   0.750261   1.812750
0.017935 0.021152 0.014712 0.017709 0.017863 0.019388   0.926253   0.781258   1.878367
0.018218 0.020964 0.015947 0.018251 0.018263 0.019864   0.941196   0.786111   1.907276
0.018330 0.018796 0.015605 0.018373 0.016692 0.018856   1.007830   0.818432   1.955186
0.018519 0.019608 0.016361 0.017504 0.017107 0.020223   1.011264   0.831570   2.000581
0.018441 0.019669 0.016984 0.018402 0.016564 0.020551   1.047484   0.869321   2.021304
0.017240 0.020416 0.016404 0.017440 0.017512 0.020377   1.071624   0.912597   2.053933
0.016851 0.018087 0.014675 0.016981 0.016131 0.018736   1.115078   0.901594   2.147721
