0.031772 0.032513 0.022046 0.028914 0.028949 0.027762    0.113146    0.112761    0.139026
0.030607 0.033726 0.024022 0.027387 0.028606 0.027328    0.179453    0.192143    0.206573
0.029915 0.031475 0.024780 0.028855 0.027291 0.029455    0.305029    0.300674    0.341391
0.033829 0.033708 0.023811 0.029034 0.028090 0.029472    0.435931    0.394073    0.480119
0.033946 0.031560 0.025021 0.029528 0.028117 0.029951    0.535589    0.571389    0.701951
0.033426 0.031504 0.025210 0.028819 0.026982 0.028964    0.649448    0.681054    0.866544
0.032424 0.031891 0.023689 0.029790 0.028172 0.028143    0.795492    0.829164    1.217113
0.034733 0.032696 0.022730 0.029706 0.028351 0.026716    0.979083    0.992897    1.468730
0.031653 0.036853 0.023962 0.028302 0.027665 0.027654    1.137663    1.181421    1.731542
0.035089 0.036784 0.024962 0.028850 0.028676 0.028932    1.297291    1.383608    1.945165
0.034850 0.038017 0.024234 0.030482 0.029908 0.028566    1.514866    1.598553    2.282714
0.033684 0.036768 0.024452 0.029774 0.028061 0.029466    1.684405    1.830815    2.477729
0.037821 0.036734 0.024410 0.030475 0.027042 0.027771    1.927752    2.087225    2.814098
0.034447 0.036627 0.022906 0.028914 0.027605 0.027676    2.140454    2.298681    3.192465
0.034067 0.036084 0.025347 0.029165 0.026727 0.029816    2.301972    2.494364    3.473876
0.034963 0.034074 0.023019 0.028813 0.027328 0.027957    2.537728    2.684643    3.907058
0.037396 0.040130 0.025734 0.031987 0.028134 0.030268    2.626766    2.885903    4.244021
0.035827 0.042200 0.023829 0.030712 0.027940 0.028618    2.813871    3.123799    4.686060
0.034059 0.043233 0.025754 0.029628 0.028597 0.030462    3.076808    3.406024    5.157870
0.036772 0.042203 0.025255 0.030561 0.028423 0.028238    3.284865    3.577408    5.612830
0.035256 0.046610 0.025487 0.031157 0.029529 0.030104    3.521415    3.790657    5.973824
0.035657 0.042880 0.023669 0.030667 0.026912 0.028489    3.713860    4.040869    6.256042
0.033663 0.044568 0.023713 0.028363 0.027571 0.027906    4.005606    4.190989    6.548850
0.037067 0.047907 0.025073 0.031696 0.029708 0.029350    4.221730    4.452420    6.914549
0.035912 0.046139 0.024449 0.030451 0.027254 0.028716    4.572248    4.565785    7.403166
0.035281 0.046423 0.025293 0.030016 0.028809 0.028325    4.750813    4.720295    7.574318
0.037125 0.050791 0.023031 0.032208 0.028331 0.029014    5.013928    4.871936    7.789934
0.036975 0.054355 0.025920 0.031030 0.030140 0.028660    5.199509    5.322296    8.070528
0.033882 0.052503 0.023818 0.029881 0.028520 0.027243    5.493340    5.572548    8.278779
0.032597 0.054342 0.024892 0.028232 0.028112 0.030188    5.542104    5.698209    8.890384
0.034631 0.055327 0.024349 0.030524 0.029774 0.029208    5.786521    5.886059    9.260777
0.032732 0.053456 0.025339 0.029091 0.030135 0.029418    5.932876    6.210675    9.636194
