0.017286 0.017541 0.014138 0.015800 0.015051 0.017518  0.040135  0.047159  0.050353
0.016450 0.018211 0.013298 0.016125 0.015143 0.016266  0.048404  0.049568  0.056822
0.016766 0.018420 0.013453 0.015813 0.016617 0.017061  0.047526  0.054996  0.052193
0.016221 0.017281 0.014226 0.015523 0.015806 0.016993  0.053258  0.062309  0.060068
0.016070 0.017766 0.013851 0.015509 0.015574 0.017398  0.053064  0.061354  0.079497
0.016166 0.018205 0.013195 0.016515 0.015582 0.016407  0.060647  0.063331  0.073494
0.016573 0.016316 0.013082 0.016059 0.014479 0.016242  0.058737  0.059755  0.067599
0.016593 0.018232 0.014198 0.016260 0.015793 0.016489  0.057679  0.062124  0.069843
0.015786 0.017436 0.012981 0.015680 0.014451 0.016057  0.055714  0.057665  0.071121
0.016174 0.017219 0.014612 0.015434 0.015099 0.018104  0.056482  0.059795  0.073749
0.016418 0.016514 0.013883 0.016064 0.014606 0.017067  0.053567  0.057359  0.091012
0.016399 0.017476 0.014475 0.016413 0.015106 0.016078  0.054594  0.057662  0.093017
0.016128 0.017649 0.014717 0.016116 0.014957 0.017771  0.053908  0.056735  0.099774
0.015650 0.017320 0.015050 0.015724 0.014552 0.017832  0.057025  0.058593  0.100369
0.016198 0.016555 0.014352 0.015958 0.014355 0.017166  0.056666  0.056211  0.094103
0.016443 0.017580 0.014948 0.015634 0.014964 0.017904  0.055597  0.062658  0.096005
0.017759 0.018395 0.014408 0.016528 0.014543 0.017394  0.060254  0.062602  0.096946
0.015221 0.017033 0.013902 0.015729 0.014539 0.017733  0.059128  0.062835  0.097649
0.017354 0.017527 0.014275 0.016405 0.015027 0.017802  0.060623  0.061303  0.095428
0.017758 0.017272 0.014063 0.016282 0.014841 0.017197  0.057080  0.058988  0.096415
0.015761 0.015823 0.014133 0.015541 0.013674 0.016918  0.058433  0.059614  0.097528
0.018632 0.016690 0.014220 0.015885 0.014737 0.018174  0.061291  0.061053  0.094724
0.016774 0.016917 0.014510 0.015753 0.014416 0.017294  0.057209  0.063277  0.096969
0.015262 0.016304 0.014633 0.015337 0.014434 0.017864  0.059145  0.061394  0.098763
0.016827 0.017130 0.016117 0.016582 0.014968 0.018700  0.060109  0.062213  0.098989
0.015955 0.017653 0.014784 0.015132 0.014981 0.018159  0.058614  0.063575  0.096893
0.017593 0.018075 0.013752 0.016485 0.014755 0.017836  0.061560  0.062166  0.098184
0.017215 0.017976 0.016192 0.016512 0.015717 0.019263  0.065729  0.063957  0.101663
0.016865 0.017407 0.013748 0.016716 0.014827 0.017122  0.066786  0.064002  0.098249
0.017813 0.018221 0.014271 0.016660 0.015141 0.017756  0.069111  0.068866  0.103434
0.017453 0.018481 0.014876 0.016226 0.015737 0.017697  0.066456  0.067726  0.100938
0.016424 0.017042 0.013915 0.015729 0.014371 0.017599  0.062512  0.067534  0.098585
0.017159 0.018274 0.014296 0.015592 0.015280 0.016862  0.063347  0.071430  0.100938
0.016928 0.017128 0.014147 0.016877 0.015353 0.017964  0.070056  0.064094  0.101505
