0.012956 0.013990 0.011242 0.012427 0.012327 0.014629 0.029575 0.035180  0.044872
0.012132 0.014133 0.012356 0.011935 0.011847 0.014551 0.031357 0.034574  0.048145
0.012803 0.015249 0.011297 0.012474 0.013071 0.014565 0.030732 0.031255  0.044653
0.011629 0.014156 0.011109 0.012315 0.012350 0.013874 0.029924 0.035740  0.044474
0.012525 0.014792 0.010978 0.012824 0.012716 0.013495 0.031266 0.036095  0.045061
0.011979 0.013932 0.011125 0.012502 0.011813 0.013570 0.030075 0.034775  0.045625
0.013449 0.014738 0.011259 0.013102 0.013147 0.013531 0.031455 0.035290  0.045487
0.012801 0.014579 0.010915 0.013203 0.012744 0.013831 0.029323 0.034740  0.046321
0.012138 0.014127 0.010700 0.012136 0.012172 0.013222 0.030200 0.033659  0.047380
0.012018 0.014911 0.011475 0.011544 0.013208 0.013795 0.030460 0.035377  0.047192
0.012000 0.013477 0.010506 0.011867 0.011746 0.013283 0.029660 0.032825  0.044489
0.012505 0.015095 0.011480 0.012089 0.013111 0.014060 0.030647 0.033666  0.046987
0.012371 0.013871 0.011588 0.012530 0.011868 0.013978 0.030707 0.035345  0.046166
0.012155 0.014170 0.010971 0.012465 0.013183 0.013875 0.030349 0.033459  0.044081
0.011801 0.014108 0.011093 0.012114 0.011687 0.013680 0.032380 0.034393  0.045526
0.012982 0.015456 0.010871 0.012846 0.013119 0.013674 0.032291 0.034004  0.047136
0.012556 0.014958 0.011172 0.012696 0.013096 0.013347 0.031789 0.034833  0.045022
0.013994 0.013964 0.011234 0.013040 0.011865 0.014215 0.029731 0.034966  0.047009
0.012400 0.015176 0.011082 0.012063 0.012695 0.013910 0.031215 0.033817  0.047062
0.012473 0.013675 0.010681 0.012510 0.011801 0.013502 0.032310 0.033917  0.045431
0.012987 0.015620 0.010681 0.012660 0.013394 0.013450 0.031585 0.034699  0.048250
0.012407 0.013905 0.011683 0.012610 0.011869 0.014263 0.031483 0.032944  0.046344
0.011906 0.014000 0.011654 0.012377 0.013097 0.013841 0.029664 0.035708  0.047547
0.012400 0.014591 0.010344 0.012612 0.011649 0.013038 0.030421 0.034433  0.044922
0.012466 0.013723 0.010790 0.012802 0.011575 0.013878 0.031153 0.032656  0.044378
0.011696 0.014148 0.011366 0.012165 0.011919 0.014075 0.028971 0.034979  0.045472
0.012782 0.014099 0.011852 0.012585 0.011715 0.014330 0.034975 0.035080  0.049317
0.012952 0.013672 0.011732 0.013314 0.011713 0.013714 0.032453 0.037624  0.047181
0.011865 0.013553 0.011405 0.012150 0.011950 0.013105 0.031304 0.035544  0.046178
0.012127 0.014040 0.011062 0.012560 0.012341 0.013654 0.031751 0.037837  0.048807
0.012570 0.013436 0.012118 0.012141 0.011710 0.014820 0.029615 0.034858  0.045227
0.012930 0.014042 0.011592 0.013072 0.011797 0.013918 0.034390 0.037309  0.046656
0.012386 0.013847 0.010922 0.012088 0.011744 0.013798 0.034486 0.038294  0.046284
0.012213 0.013514 0.010789 0.012291 0.012072 0.013468 0.035104 0.035645  0.049853
0.011937 0.013340 0.011086 0.012274 0.012171 0.014206 0.036331 0.034466  0.051261
0.011882 0.013239 0.011263 0.011863 0.012103 0.014554 0.038602 0.040743  0.059099
0.011857 0.014548 0.010287 0.011878 0.012508 0.013413 0.040433 0.043189  0.054909
0.011963 0.014121 0.010869 0.012619 0.012556 0.014321 0.038949 0.040005  0.053702
0.012269 0.014276 0.011275 0.012320 0.012513 0.013824 0.040608 0.044094  0.053328
0.012139 0.013547 0.011155 0.012158 0.011783 0.013601 0.040096 0.041380  0.052871
0.011690 0.013954 0.011071 0.011875 0.011893 0.014239 0.040916 0.042159  0.053880
0.012378 0.013220 0.011658 0.012828 0.011806 0.013925 0.041617 0.041814  0.053533
0.012588 0.013293 0.011488 0.012773 0.011958 0.013438 0.039212 0.041495  0.053844
0.012170 0.013636 0.012062 0.011803 0.011896 0.014326 0.041344 0.042047  0.055282
0.012628 0.013848 0.011454 0.012290 0.012355 0.014465 0.039933 0.041657  0.055150
0.013169 0.014223 0.011178 0.012555 0.012700 0.014133 0.040384 0.041349  0.054175
0.013040 0.014708 0.011093 0.013009 0.012406 0.013903 0.039188 0.042722  0.056347
0.012589 0.013068 0.010864 0.013154 0.011760 0.013712 0.042454 0.040177  0.052610
0.013011 0.013325 0.010953 0.012548 0.011619 0.013309 0.040194 0.041925  0.055470
0.012811 0.013546 0.011185 0.013590 0.011428 0.014151 0.041220 0.043542  0.053643
0.011478 0.013501 0.010705 0.011993 0.012151 0.013243 0.042505 0.045372  0.056772
0.012839 0.013807 0.010762 0.012843 0.011556 0.012877 0.044150 0.044424  0.054031
0.012393 0.013820 0.011136 0.011807 0.012407 0.013949 0.041972 0.045330  0.051394
0.012445 0.013206 0.011959 0.012403 0.011742 0.014348 0.046553 0.043994  0.055587
0.012094 0.013607 0.011326 0.012023 0.011924 0.014159 0.045491 0.044888  0.056398
0.012740 0.013242 0.011402 0.013036 0.011565 0.013905 0.045792 0.044584  0.053899
0.012308 0.013555 0.011599 0.012334 0.012615 0.014512 0.045731 0.043982  0.057841
0.012684 0.014167 0.011031 0.012768 0.011567 0.014297 0.043646 0.043613  0.054775
0.011762 0.014231 0.010636 0.011746 0.011798 0.013484 0.045319 0.043394  0.057393
0.011714 0.012860 0.011312 0.012074 0.011815 0.013537 0.044419 0.046780  0.054466
0.012423 0.013013 0.011342 0.012440 0.011684 0.013491 0.046520 0.044157  0.055698
0.012058 0.013050 0.010853 0.012042 0.011645 0.013475 0.044291 0.046179  0.054150
0.012741 0.013438 0.010542 0.012708 0.011623 0.012756 0.044615 0.045847  0.056473
0.012583 0.013715 0.010790 0.012617 0.011509 0.013127 0.044264 0.043505  0.053699
0.013041 0.013244 0.010995 0.013127 0.011870 0.013869 0.044465 0.044092  0.052991
