0.023687 0.025366 0.019755 0.023611 0.021010 0.023204   0.067648   0.081667   0.111884
0.024778 0.026272 0.019329 0.023407 0.023224 0.023458   0.110919   0.111736   0.195224
0.022415 0.025349 0.018515 0.022136 0.021514 0.023087   0.135152   0.149549   0.284018
0.024329 0.027809 0.020700 0.022923 0.023564 0.024606   0.170028   0.189129   0.355376
0.025200 0.025748 0.020251 0.023932 0.022041 0.024205   0.229528   0.200632   0.456747
0.022989 0.028170 0.020703 0.023352 0.023551 0.024721   0.265443   0.260747   0.544200
0.023170 0.026495 0.020561 0.022010 0.023542 0.024690   0.330955   0.310851   0.679236
0.024193 0.025973 0.019608 0.022679 0.021325 0.024663   0.376723   0.365508   0.760842
0.023368 0.027282 0.019208 0.022310 0.023306 0.022883   0.423497   0.457545   0.894603
0.025048 0.026617 0.021298 0.022949 0.021581 0.024364   0.479358   0.542910   1.003038
0.025150 0.027728 0.019839 0.023636 0.021649 0.023703   0.564405   0.622803   1.140514
0.025258 0.029989 0.020703 0.023659 0.023302 0.025109   0.668975   0.685793   1.255027
0.026448 0.028640 0.020176 0.025261 0.024047 0.024423   0.768764   0.759824   1.322880
0.024669 0.026877 0.019847 0.022672 0.023247 0.025038   0.838006   0.828779   1.530948
0.024289 0.027370 0.020337 0.022953 0.022168 0.024990   0.893391   0.888460   1.692923
0.024075 0.027184 0.017784 0.022871 0.021349 0.022885   0.949431   0.965265   1.820588
0.025212 0.027985 0.020930 0.023647 0.022096 0.024492   1.050152   1.089580   1.979196
0.025438 0.027290 0.019284 0.023827 0.023377 0.023738   1.077228   1.181592   2.070234
0.024446 0.028010 0.019192 0.022226 0.023340 0.024203   1.129789   1.186984   2.194814
0.024261 0.025829 0.020083 0.022741 0.023265 0.025198   1.244005   1.297829   2.402167
0.024101 0.027241 0.020901 0.023320 0.022879 0.025563   1.339171   1.429913   2.523426
0.023686 0.027805 0.021839 0.023602 0.022434 0.026478   1.397934   1.520185   2.708329
0.024081 0.030534 0.018678 0.023513 0.024937 0.023556   1.479852   1.664102   2.818293
0.025603 0.030066 0.019168 0.024931 0.021739 0.024872   1.585252   1.785399   2.958536
0.024922 0.031268 0.018812 0.023685 0.023901 0.022467   1.698127   1.884738   3.076093
0.024491 0.029851 0.018414 0.023803 0.023972 0.023607   1.860884   1.969747   3.316991
0.025236 0.030201 0.018540 0.022840 0.023212 0.023855   1.944287   2.062964   3.509254
0.025512 0.031756 0.019614 0.023572 0.024560 0.023568   2.075645   2.198422   3.678214
0.024911 0.030451 0.019037 0.023244 0.022381 0.022880   2.217313   2.325547   3.792617
0.024522 0.030652 0.019746 0.022837 0.023159 0.023789   2.286897   2.401984   3.926887
0.025275 0.032761 0.020641 0.022820 0.023683 0.024459   2.421857   2.480508   4.062784
0.026398 0.029167 0.019746 0.023957 0.022977 0.024110   2.505902   2.548032   4.370743
0.025760 0.032326 0.020989 0.024609 0.023408 0.025541   2.574822   2.625736   4.443767
0.025705 0.028045 0.020287 0.024530 0.022178 0.023984   2.700574   2.734218   4.716771
0.025752 0.029029 0.019852 0.024132 0.021952 0.024203   2.745075   2.785591   4.828809
0.023950 0.029676 0.019754 0.023796 0.024929 0.024270   2.810995   2.883617   4.933478
0.024589 0.029951 0.018913 0.023551 0.023462 0.023604   2.927064   2.999353   5.063026
0.024992 0.028252 0.020519 0.024197 0.023927 0.024564   3.004462   3.025085   5.213090
0.026234 0.028676 0.019405 0.023625 0.023326 0.024336   3.183132   3.208331   5.327529
0.024158 0.025728 0.019950 0.023536 0.022216 0.024079   3.338048   3.266721   5.502565
0.026580 0.027147 0.020390 0.024470 0.022048 0.024082   3.354322   3.396616   5.652690
0.025523 0.027840 0.021105 0.024563 0.022150 0.024266   3.425914   3.515966   5.810396
0.023429 0.028753 0.020358 0.022246 0.022658 0.023990   3.499522   3.640320   6.032201
0.022827 0.028344 0.020324 0.022599 0.023258 0.023082   3.707184   3.697871   6.323859
0.025651 0.030156 0.020140 0.022957 0.022262 0.023534   3.755808   3.831671   6.491709
0.024667 0.032498 0.021027 0.023635 0.024149 0.025097   3.899199   3.916948   6.672091
0.022707 0.028734 0.020914 0.021665 0.022371 0.024785   3.966761   3.981785   6.761683
