0.021362 0.020606 0.015155 0.018951 0.018754 0.018215  0.047435  0.052273   0.053916
0.020425 0.022126 0.015092 0.019719 0.018834 0.018630  0.047682  0.053451   0.054813
0.021201 0.019833 0.015964 0.019437 0.017200 0.019005  0.045110  0.054949   0.054999
0.020477 0.022372 0.015435 0.018463 0.019513 0.019063  0.047849  0.055975   0.054258
0.019727 0.022274 0.015838 0.019757 0.017663 0.019731  0.046224  0.052740   0.056138
0.019595 0.020703 0.015161 0.019115 0.017492 0.019026  0.046591  0.060028   0.059652
0.019702 0.020738 0.015781 0.018182 0.018017 0.019301  0.044384  0.057323   0.054937
0.019881 0.020188 0.015559 0.018780 0.017191 0.019017  0.048453  0.062141   0.058622
0.019436 0.021159 0.015503 0.018677 0.018095 0.018617  0.049960  0.063491   0.054478
0.019109 0.022121 0.016140 0.018705 0.018913 0.019919  0.050670  0.065229   0.064548
0.020156 0.021373 0.015712 0.018451 0.018138 0.018949  0.061276  0.067588   0.058616
0.020898 0.021005 0.015497 0.019028 0.018457 0.019134  0.063363  0.067741   0.060858
0.019533 0.019799 0.016449 0.017501 0.016175 0.018908  0.059450  0.068975   0.067977
0.020499 0.022244 0.015356 0.019456 0.019027 0.019675  0.062472  0.075045   0.078576
0.020357 0.022982 0.016719 0.018565 0.020379 0.019207  0.071634  0.077849   0.083775
0.020100 0.021146 0.016449 0.019247 0.018834 0.019605  0.071759  0.080216   0.093612
0.019692 0.023025 0.016612 0.019267 0.018717 0.019223  0.071899  0.086488   0.107482
0.021067 0.022642 0.015425 0.019660 0.019937 0.019314  0.075454  0.086989   0.110176
0.020046 0.021563 0.016399 0.018098 0.016997 0.019617  0.083953  0.088476   0.143151
0.018882 0.021206 0.016575 0.018044 0.018981 0.019300  0.095104  0.093202   0.157808
0.020452 0.020718 0.017018 0.019225 0.018154 0.019913  0.105693  0.102726   0.174045
0.020106 0.020972 0.016014 0.018399 0.017853 0.019942  0.110254  0.100744   0.191565
0.020469 0.020251 0.015072 0.018998 0.017686 0.018802  0.122645  0.105431   0.186698
0.019979 0.020236 0.016905 0.018526 0.017354 0.020605  0.127464  0.114000   0.202691
0.020510 0.021662 0.017245 0.018709 0.018270 0.019281  0.140507  0.129160   0.219553
0.022179 0.022310 0.016535 0.020024 0.017915 0.019318  0.133362  0.145094   0.239551
0.020034 0.020357 0.016499 0.018244 0.017753 0.018572  0.128323  0.145840   0.256253
0.019459 0.021615 0.016890 0.018208 0.017322 0.019734  0.155626  0.161668   0.301680
