0.012394 0.013533 0.010851 0.012086 0.012319 0.013966  0.033357  0.033951  0.054206
0.012570 0.012581 0.011659 0.013850 0.011276 0.013835  0.034377  0.032499  0.053513
0.012468 0.014130 0.011652 0.011943 0.012660 0.014093  0.031283  0.035770  0.053494
0.011643 0.013593 0.011096 0.012089 0.011699 0.013741  0.031145  0.033269  0.048930
0.011065 0.013451 0.012090 0.011991 0.011504 0.015166  0.033229  0.031879  0.052269
0.011612 0.013846 0.011990 0.012561 0.012697 0.014421  0.032458  0.034334  0.055942
0.012110 0.013370 0.011188 0.012194 0.011879 0.014770  0.033001  0.031736  0.053700
0.012780 0.014357 0.011562 0.012603 0.012527 0.014483  0.032292  0.034674  0.054161
0.012021 0.014096 0.011415 0.012277 0.012156 0.015173  0.031206  0.034151  0.052113
0.012718 0.015606 0.012690 0.012647 0.013083 0.014666  0.030687  0.035269  0.056103
0.012385 0.014774 0.011238 0.012495 0.012600 0.014125  0.031396  0.034724  0.051560
0.013014 0.014113 0.011389 0.012894 0.011936 0.014393  0.033208  0.031991  0.052478
0.012035 0.015224 0.011744 0.012297 0.013139 0.014667  0.031849  0.038294  0.050805
0.012941 0.014984 0.011613 0.012835 0.012175 0.014317  0.033618  0.036393  0.052886
0.012718 0.014054 0.012020 0.012378 0.012325 0.014457  0.033208  0.035907  0.053151
0.012473 0.013922 0.011063 0.013161 0.012472 0.014248  0.032700  0.032435  0.053166
0.012897 0.014523 0.010514 0.013429 0.013454 0.013580  0.035386  0.034484  0.055917
0.012285 0.013540 0.011686 0.012344 0.011769 0.013834  0.034457  0.032483  0.053924
0.012366 0.014090 0.010579 0.012723 0.012617 0.014396  0.034236  0.034683  0.051355
0.011912 0.014450 0.011500 0.012959 0.012804 0.014033  0.032768  0.033109  0.054747
0.012854 0.014199 0.010484 0.012992 0.012418 0.013421  0.033000  0.033738  0.054531
0.012772 0.014377 0.010424 0.013114 0.012025 0.013450  0.032933  0.033966  0.055394
0.011955 0.014148 0.010731 0.012111 0.011617 0.013379  0.030979  0.032929  0.055895
0.012550 0.015024 0.010108 0.012635 0.013216 0.013644  0.034338  0.032908  0.051748
0.012365 0.013795 0.011047 0.012315 0.011828 0.013951  0.031481  0.031672  0.052169
