0.015571 0.015478 0.013548 0.015438 0.014168 0.016641  0.034992  0.039930  0.050758
0.014665 0.016076 0.012434 0.014178 0.013774 0.015089  0.035323  0.038459  0.049328
0.013857 0.016761 0.012452 0.013619 0.014841 0.015628  0.033017  0.040139  0.048082
0.015123 0.016110 0.012133 0.014657 0.014289 0.015158  0.034635  0.040401  0.047109
0.014617 0.015824 0.013031 0.014237 0.014871 0.016022  0.033657  0.040700  0.049572
0.013686 0.014410 0.013816 0.013460 0.012576 0.016049  0.033502  0.038938  0.051578
0.014358 0.015990 0.013504 0.014899 0.014508 0.016468  0.036375  0.044916  0.049051
0.013931 0.015162 0.012773 0.013746 0.013480 0.014758  0.038845  0.043630  0.048502
0.014642 0.017121 0.013967 0.014088 0.015312 0.016412  0.042675  0.049229  0.052981
0.014092 0.017150 0.013873 0.013905 0.014308 0.016489  0.042179  0.048244  0.056752
0.014550 0.017089 0.012562 0.014145 0.014366 0.014892  0.045371  0.049731  0.056645
0.013790 0.015251 0.013229 0.014191 0.014025 0.015821  0.054440  0.059689  0.058601
0.014331 0.015565 0.014101 0.014597 0.014179 0.016707  0.055517  0.056575  0.064854
0.014597 0.015678 0.013711 0.014058 0.013932 0.015864  0.056820  0.056425  0.067635
0.015783 0.016026 0.012712 0.014683 0.014094 0.016347  0.055892  0.064727  0.077490
0.014623 0.016092 0.013422 0.014619 0.014063 0.016991  0.056443  0.063755  0.072679
0.014690 0.016545 0.013300 0.014656 0.014689 0.016908  0.057135  0.066103  0.082536
0.015127 0.016678 0.013736 0.014605 0.014179 0.016305  0.057990  0.069185  0.080286
0.015491 0.017611 0.014309 0.015125 0.015363 0.016943  0.059825  0.066365  0.080787
0.015262 0.016607 0.013588 0.015002 0.014763 0.017609  0.058244  0.065434  0.080749
0.015159 0.015946 0.013743 0.014496 0.013901 0.017119  0.056215  0.066890  0.082624
0.015597 0.016484 0.012899 0.015502 0.014618 0.015921  0.060865  0.071226  0.093163
0.014747 0.016564 0.013613 0.014382 0.015026 0.017336  0.065865  0.068435  0.090964
0.015137 0.017923 0.013213 0.014968 0.015216 0.016306  0.061814  0.070546  0.088999
0.015039 0.016584 0.012476 0.015144 0.014033 0.016405  0.066009  0.076134  0.093655
0.015554 0.016107 0.013354 0.014745 0.014010 0.016017  0.065462  0.070891  0.089752
0.015042 0.015927 0.013555 0.015338 0.014445 0.016317  0.063251  0.076766  0.089425
0.015359 0.015995 0.013090 0.014222 0.013263 0.015807  0.067945  0.074211  0.087989
0.014479 0.015785 0.013269 0.014422 0.013457 0.015859  0.065315  0.071186  0.088804
0.014818 0.015625 0.012746 0.014444 0.013981 0.015952  0.070406  0.072542  0.093997
0.014103 0.014908 0.012989 0.013856 0.013747 0.015869  0.075037  0.070187  0.102694
0.015026 0.014840 0.012694 0.015105 0.012674 0.015829  0.082994  0.077650  0.108239
0.014965 0.014638 0.012766 0.014358 0.013313 0.015947  0.079445  0.072922  0.104225
0.016047 0.015993 0.013273 0.014795 0.013754 0.015966  0.080016  0.082997  0.119614
0.015053 0.016480 0.012614 0.014311 0.014149 0.015862  0.082018  0.079973  0.131515
0.015579 0.015927 0.012547 0.014540 0.013570 0.015488  0.088885  0.082321  0.146830
0.014962 0.015312 0.012887 0.014319 0.013196 0.015532  0.086776  0.093470  0.155677
0.015594 0.017000 0.012372 0.015320 0.014567 0.014860  0.105095  0.100969  0.156159
0.015369 0.015849 0.013444 0.015001 0.014154 0.015822  0.103576  0.104464  0.172597
0.014852 0.015657 0.013030 0.014137 0.014020 0.015723  0.100957  0.104100  0.177518
0.014694 0.016781 0.012910 0.014229 0.014651 0.015696  0.098849  0.108765  0.191690
0.012902 0.016656 0.011710 0.013390 0.013320 0.015854  0.103261  0.105909  0.197788
0.014695 0.015507 0.012579 0.014121 0.013575 0.015706  0.110690  0.104602  0.193096
0.014743 0.016340 0.012937 0.014065 0.014411 0.015672  0.112432  0.102941  0.208755
0.014949 0.015838 0.013064 0.014260 0.013760 0.015267  0.116922  0.100491  0.198762
0.013608 0.016088 0.011644 0.013968 0.013939 0.015277  0.121964  0.105101  0.207256
0.013992 0.015978 0.012124 0.014073 0.014187 0.015077  0.130598  0.106496  0.210879
0.014237 0.015688 0.012136 0.013970 0.013901 0.016288  0.135599  0.106983  0.217538
0.014263 0.017042 0.011982 0.014305 0.013984 0.014935  0.135522  0.113545  0.218606
0.014556 0.016486 0.013145 0.013965 0.014269 0.015934  0.129283  0.107470  0.207596
0.014440 0.016541 0.012909 0.013922 0.013743 0.015688  0.143081  0.110967  0.216728
0.015732 0.015698 0.012464 0.014896 0.012607 0.015674  0.141143  0.114366  0.211984
0.014136 0.015690 0.013026 0.013861 0.013605 0.015546  0.133551  0.124267  0.220271
0.015046 0.016090 0.012218 0.014229 0.014300 0.014922  0.141142  0.118045  0.227405
0.014176 0.015855 0.012597 0.013797 0.014087 0.015400  0.137140  0.122011  0.222487
0.014601 0.015510 0.012869 0.014153 0.013804 0.016178  0.141418  0.125766  0.220132
0.014609 0.015382 0.012203 0.014400 0.013944 0.014977  0.137292  0.131622  0.220938
0.014114 0.016685 0.012943 0.014034 0.014069 0.015972  0.140159  0.137538  0.237012
0.014269 0.016761 0.013223 0.014726 0.014119 0.016719  0.151751  0.139846  0.244335
0.014666 0.016111 0.013591 0.014409 0.014055 0.016779  0.147522  0.144168  0.252291
0.014648 0.015575 0.013262 0.013517 0.014660 0.016134  0.150870  0.139380  0.261322
0.014130 0.016014 0.012098 0.014385 0.014362 0.014823  0.156901  0.131342  0.250314
0.015037 0.016073 0.012636 0.014108 0.014168 0.015904  0.155606  0.138350  0.272392
